"","Date","Sentiment","log_S&P","log_Int","log_Nikkei","log_Dow","log_Eur","log_GOld","log_LIBOR","log_treasury","log_UNRATE","log_UMSCENT","log_PPIACO","log_DCOILWTICO","Cluster_number"
"1","3/27/2017",0.0980752788229424,-0.00102010733915492,-0.0113137599002733,-0.0144814597956575,-0.0022232225635701,0.00894698549055128,0.0103163776316668,-0.000569974570137764,-0.00836824967051653,0,0,0,-0.00593725238596354,"1"
"2","3/24/2017",0.123844793599258,-0.000844352440561025,-0.00747201483870119,0.00924276372915678,-0.00290204278827488,0.00290214574591552,-0.00313014421468427,0.00113008742205832,-0.0041580101486639,0,0,0,0.00636269378782872,"1"
"3","3/23/2017",0.158403132086168,-0.00106083204500163,0.00914007193939814,0.00230440711298741,-0.000228506395888672,-0.00471025518220713,0.00144346456498745,-0.00225889918800285,0.0041580101486639,0,0,0,-0.00615125494572588,"1"
"4","3/22/2017",0.0946293955857714,0.00188810257429939,-0.0165566695944477,-0.0215348313110191,-0.000324660148917744,-0.000228345259021268,0.0113392252632973,0.00680229637202939,-0.0124225199985574,0,0,0,0.0057258135438607,"1"
"5","3/21/2017",0.116204879482657,-0.0124855945152058,-0.0150746386916287,-0.00337164218550079,-0.0114423896529594,0.00186927990488073,-0.000770775478819985,0,-0.0163268932874286,0,0,0,-0.016243369478143,"4"
"6","3/20/2017",0.112467105773557,-0.00201191595529959,-0.0112586633562026,0,-0.000418922041934167,0.00596221199657521,0.00345283170296806,0.00113652083312136,-0.0120725812342691,0,0,0,-0.0114429626852703,"1"
"7","3/17/2017",0.132408356750462,-0.0013151793429671,-0.00836158564724576,-0.00350538620361185,-0.000952546564013446,0.00132846446116197,0.00256687247504939,-0.00227175145285394,-0.0119285708652738,0,0,0,0.000827814616809697,"1"
"8","3/16/2017",0.151181745425443,-0.0016280348187081,0.00556661477205345,0.00065154852622662,-0.000742459615610258,-0.000691021765151234,0.019235718828555,0.0370140790031617,0.00793654959573631,0,0,0,-0.000827814616809697,"1"
"9","3/15/2017",0.15689639905549,0.00833987929560642,-0.0341008938471778,-0.00163928062084828,0.00539543297758271,-0.000808538684227145,-0.0010807216946791,0.0154456844075402,-0.035228691883744,0,0,0,0.0230183839461753,"1"
"10","3/14/2017",0.137124243636849,-0.00338474917863163,-0.00499712744655445,-0.00123588148721865,-0.00211469620332139,0.0151187286386651,-0.00352500002134981,0.0175060839688611,-0.00766287274556909,0,0,0,-0.0149178100002856,"1"
"11","3/13/2017",0.102826494493161,0.000366565599366986,0.0100193516399558,0.00148531313836031,-0.00102909078704094,0.00850784862913478,0.00935810684855287,0.0240307107161681,0.0153849188394795,0,0,0,-0.00208333408685446,"1"
"12","3/10/2017",0.138758424115567,0.00326333993002681,-0.0061776258239572,0.0146973797772674,0.00214510451987771,-0.00381928946875476,-0.00670514558437318,0.0103502715805679,-0.00772204609391036,0,0,0,-0.0144630620275543,"1"
"13","3/9/2017",0.118858482787054,0.000799575731853075,0.0178645527658644,0.00334697814314922,0.000117897335353945,0.00446884318778018,-0.00719635844820665,0.0271525504041364,0.0116055461203081,0,0,0,-0.0219120148494572,"1"
"14","3/8/2017",0.183441522002128,-0.00228682834056304,0.0161962853070956,-0.00466971522960868,-0.00330438261562094,0.0115690103838055,-0.00853513593379507,0.00390137276334773,0.0196469973837964,0,0,0,-0.0556186645817669,"1"
"15","3/7/2017",0.152509800916881,-0.00291762589499278,0.00839836969883156,-0.00180719399624252,-0.00141264139843145,-0.00212563948454481,-0.00606963592218168,0.00913527524487734,0.0119761910467157,0,0,0,-0.0096345318791462,"1"
"16","3/6/2017",0.11533098033098,-0.00328262251385691,-0.000802890448590277,-0.00463492233749996,-0.00244857309328239,0.0122012063325112,0.00195129945242822,0.0145501671685111,0,0,0,0,-0.00262861585828444,"1"
"17","3/3/2017",0.105020382395382,0.000503750237377254,0.00120457753975178,-0.00489988846216072,0.000130460652270514,0.000719830114109143,-0.0117717424975154,0.00533514038544206,0,0,0,0,0.0132127252468233,"1"
"18","3/2/2017",0.129094102618693,-0.00587711694571169,0.010500904247054,0.00879210068640646,-0.0053458831961688,-0.000803210413245381,-0.00220941299429889,0.023700333977333,0.0121213605323449,0,0,0,-0.0223588459330721,"1"
"19","3/1/2017",0.166701539201539,0.0135812109313251,0.0435663170232216,0.0142578784652887,0.0144684865982345,-0.0106890144819278,-0.0046838493124266,0.0270984726704108,0.0414997309067529,0,0,0,-0.00333890126551495,"3"
"20","2/28/2017",0.0611764179901435,-0.00257325775248507,-0.00465412306146917,0.000602699285700226,-0.00121005603252655,0.00597545413999612,-0.00346869554176887,0.00565680673026145,0,0,0,0,-0.000740466527723527,"1"
"21","2/27/2017",0.104742922400181,0.00100901703730738,0.0221946797264095,-0.00917243883597685,0.000752759584148777,-0.00163070302223289,0.000716674660393046,0.00495847661294366,0.0214140945038164,0,0,0,0.000925668861802453,"1"
"22","2/24/2017",0.0942339723768295,0.001492250106371,-0.0301829500801166,-0.0045490638531156,0.000549550263446719,0.00870321075415248,0.0144424221721424,0.00286101202922362,-0.0298529631496811,0,0,0,-0.00903481761106129,"1"
"23","2/23/2017",0.163652969605351,0.000418899295217656,-0.0133113446382395,-0.000433956724304352,0.00166982998738519,-0.0222384091987422,-0.000121219467994926,-0.00142511434661471,-0.0166670524852117,-0.0434851119397388,0.00621120009264065,0.00104602519997954,0.0160980440018106,"1"
"24","2/22/2017",0.108574319691341,-0.00108278637816817,-0.00288838657586932,-8.10246123243985e-05,0.00157036205486527,-0.00477164980345712,0.00713651556931971,0,-0.00412371718386217,0,0,0,-0.00761873052502349,"1"
"25","2/21/2017",0.123980769797096,0.00770699930009489,-0.00943209781217136,0.00760414308585844,0.0059585388502672,0.01139292334455,-0.0102830751060266,0,0.00412371718386217,0,0,0,0.0113563540127908,"4"
"26","2/16/2017",0.100669440141917,-0.000864491475070395,-0.0210023874880836,-0.00585299092456815,0.000383693310507027,0.00259056040229488,0.00375280387173405,-0.00143589768260891,-0.0123204843880407,0,0,0,0.00563275991737111,"1"
"27","2/15/2017",0.121112932041503,0.00497988871920896,0.0128722614048334,-0.00466418177890127,0.00522661543986125,-0.00803354045442362,0.00942368564566376,0.0107421272790585,-0.0241947285870567,0,0,0,-0.00188111417396986,"1"
"28","2/14/2017",0.179054776792872,0.00399932714219808,0.0146821560745504,0.0102904546389837,0.00450918322754745,0.00165012534712972,-0.00366629056593748,0.00287896867290666,0.0160646025038066,0,0,0,0.00470943697952508,"3"
"29","2/13/2017",0.119044011544012,0.00523213343559359,0.0103242709326011,-0.01137896279484,0.00701997239788099,0.00272380333288602,0.000203330555183179,0,0.0163268932874286,0,0,0,-0.0164797737077196,"3"
"30","2/10/2017",0.169859188430617,0.00355970705167064,0.00582849276985575,0.00413103912029023,0.0047954843201321,-0.00288468899361582,0.00297334394156579,-0.00144052039367293,0.00826450984989346,0,0,0,0.0159134688318017,"1"
"31","2/9/2017",0.0995736274307703,0.00573606360024215,0.0185424613049462,0.0246187217657212,0.00586977161452573,-0.00900764074805238,-0.0129687734561168,0.000713512001055627,0.0041580101486639,0,0,0,0.0117693082132742,"3"
"32","2/8/2017",0.0920051267612243,0.000693082257595456,-0.0160340987857402,-0.00527122305203598,-0.00179098577290837,0.011387136281396,0.00496499294303288,-0.00143947425697577,0.0253178079842898,0,0,0,0.00344300263607433,"1"
"33","2/7/2017",0.117613620678838,0.00022680323213109,-0.00999591829922208,0.00510678584897128,0.00188672624224395,-0.00644161726647674,0.00372983485997302,-0.00143740514891061,-0.0253178079842898,0,0,0,-0.0155896693443927,"1"
"34","2/6/2017",0.127210654683481,-0.00211759739091466,-0.0318134496371486,-0.00348039451204762,-0.000949111652275292,0.000523120896700036,0.00746074357809512,-0.0032298517800613,-0.00829880281469519,0,0,0,-0.0149787485016137,"1"
"35","2/3/2017",0.156437790604457,0.0072384967582515,0.00846608564015749,0.0030881068857127,0.00933779171515425,-0.000834444462629591,0.00722825439641817,-0.000361094636510018,-0.0285151703080213,0,0,0,0.00484352660757059,"3"
"36","2/2/2017",0.0864865084789897,0.000570146914003367,-0.00161812333041034,0.000191322978537301,-0.000303163356926817,-0.00368016777001934,-0.00902718370120859,-0.00143020066511568,0.00402415029972558,0,0,0,-0.00651468102119335,"3"
"37","2/1/2017",0.110661161883384,0.00029831914579237,0.0093401694243207,-0.0122693962130498,0.00135075307762911,0.00141616622338603,0.0115446733203619,-0.00427836995571729,0,0,0,0,0.0215667055587754,"1"
