Date,Amgen Inc. (AMGN),Teva Pharmaceutical Industries Limited (TEVA),Medtronic plc (MDT),Novartis AG (NVS),UnitedHealth Group Incorporated (UNH)
11/13/2013,105.647889,34.90357,54.853726,68.891133,67.057987
11/12/2013,104.88482,34.321693,54.570927,68.183439,66.056976
11/11/2013,104.875514,33.876191,54.759461,67.965014,66.576369
11/8/2013,104.912583,33.885285,54.7029,67.493216,66.576369
11/7/2013,102.89236,33.648895,54.014754,67.178684,65.877555
11/6/2013,105.02379,33.567069,54.175009,68.069861,66.378057
11/5/2013,106.701129,33.612531,53.82622,67.274792,64.895434
11/4/2013,108.684283,33.26704,53.986475,68.497971,65.11263
11/1/2013,109.990944,33.748906,53.977046,67.493216,64.81044
10/31/2013,107.627837,33.721632,54.109023,67.755328,64.461036
10/30/2013,108.313599,34.276234,54.61806,68.90861,64.22495
10/29/2013,109.601722,37.294725,55.145954,69.118296,64.291054
10/28/2013,109.657329,37.303815,54.344689,69.161984,63.2145
10/25/2013,107.794645,37.91297,54.071315,68.917343,63.856656
10/24/2013,107.683437,36.658295,54.203288,68.235859,63.84721
10/23/2013,107.192283,36.53101,54.344689,68.253336,64.22495
10/22/2013,107.692706,36.721938,53.477435,67.938804,65.027642
10/21/2013,105.311068,36.558285,53.251197,65.789507,64.404371
10/18/2013,106.497252,36.367357,53.345462,65.544865,64.933209
10/17/2013,107.359091,36.603743,53.090942,65.73708,67.397952
10/16/2013,105.90416,36.249162,52.299102,64.636225,71.005352
10/15/2013,103.272313,35.930949,51.450705,64.531379,69.758816
10/14/2013,103.402052,36.694664,52.025728,65.693399,70.561508
10/11/2013,102.762621,37.312909,51.837198,65.483707,70.136548
10/10/2013,101.863714,36.903775,51.158477,64.618747,69.862695
10/9/2013,98.490498,35.64001,50.017853,63.745048,67.40739
10/8/2013,99.862029,35.258151,49.452251,64.513901,67.50183
10/7/2013,102.141729,35.112682,49.697346,65.833188,68.153424
10/4/2013,104.634575,34.967213,50.291223,66.17393,68.927787
10/3/2013,102.975767,34.467162,49.998999,66.208878,68.483944
10/2/2013,104.773575,34.194408,50.451478,66.366144,68.531164
10/1/2013,106.182175,34.267141,50.187531,67.030157,68.540609
9/30/2013,103.717129,34.348967,49.934342,67.021418,67.624593
9/27/2013,104.894052,34.567173,49.699909,67.344689,67.983442
9/26/2013,104.578968,34.485346,49.643643,66.995208,68.143986
9/25/2013,104.23609,34.694458,49.521741,66.785523,67.974003
9/24/2013,106.367514,35.203602,50.103135,66.724364,68.295077
9/23/2013,106.617729,34.558079,50.412585,67.047628,67.822905
9/20/2013,108.285799,34.294419,50.365699,66.794255,66.642472
9/19/2013,108.591614,34.030754,50.637643,66.4972,66.897443
9/18/2013,108.906691,34.285325,50.712663,67.012679,68.975007
9/17/2013,107.24789,34.203498,50.581378,65.702131,70.174323
9/16/2013,108.591614,34.439888,50.693908,65.789507,70.939248
9/13/2013,106.626991,34.858112,50.243796,66.57583,70.334867
9/12/2013,105.14426,35.349072,50.243796,66.558359,70.580392
9/11/2013,103.763467,35.003581,50.722039,66.802994,70.995906
9/10/2013,103.012836,34.594447,50.600133,66.462252,70.212098
9/9/2013,103.485452,34.712642,50.562622,66.191407,69.854596
9/6/2013,102.873829,35.039949,50.131266,66.331196,69.675841
9/5/2013,104.653106,35.176325,50.318813,65.466236,69.657028
9/4/2013,104.736506,34.930845,49.887456,65.186652,69.007872
9/3/2013,102.873829,34.867202,48.846571,65.25655,68.264637
8/30/2013,100.955544,34.749011,48.527741,63.762526,67.493179
8/29/2013,100.881406,34.712642,48.602762,63.421778,68.151745
8/28/2013,101.196483,34.739917,48.349573,64.173159,67.305021
8/27/2013,101.131614,34.830837,48.302683,64.907069,67.286201
8/26/2013,105.413006,35.249061,49.109135,65.640973,68.095292
8/23/2013,97.860336,34.821743,49.456099,65.894346,68.245824
8/22/2013,98.499767,34.967213,50.037494,65.300231,67.709567
8/21/2013,96.979967,34.821743,49.399834,64.87212,67.596668
8/20/2013,97.860336,35.576368,49.540496,65.291499,68.170558
8/19/2013,96.813159,35.994592,50.731415,63.692629,67.464956
8/16/2013,97.220913,36.421909,50.553247,63.640202,67.201532
8/15/2013,98.008613,36.42009,50.947097,64.077052,67.173309
8/14/2013,98.824113,35.942063,51.762925,64.321693,68.198781
8/13/2013,99.519149,35.779714,51.42534,64.461481,69.007872
8/12/2013,99.842082,35.896966,51.78168,63.963473,68.104702
8/9/2013,101.152271,36.465186,51.922338,64.146949,68.612736
8/8/2013,101.844273,35.310712,52.400584,64.409061,68.847937
8/7/2013,103.70807,35.040129,51.744169,64.4178,68.603326
8/6/2013,97.083302,34.679357,51.697283,64.024632,68.904383
8/5/2013,99.122401,34.733471,51.912962,63.325677,68.998462
8/2/2013,100.62635,35.085228,51.519112,63.544102,67.9824
8/1/2013,100.930832,35.554231,52.034868,62.888828,68.829124
7/31/2013,99.915897,35.806774,51.800435,62.565557,68.53747
7/30/2013,102.600862,35.644426,51.641018,62.137446,67.991803
7/29/2013,100.912382,35.987162,51.875452,62.312183,68.481025
7/26/2013,101.124592,36.735765,52.138016,62.731562,67.935357
7/25/2013,101.041555,37.213789,51.931717,63.107252,68.32109
7/24/2013,98.356583,37.22281,51.659773,63.526624,68.236414
7/23/2013,98.375041,37.195753,52.025489,63.517885,68.386946
7/22/2013,100.524855,36.609495,52.025489,63.65768,67.907134
7/19/2013,100.930832,36.167546,51.594132,63.404307,67.220345
7/18/2013,96.668096,36.077354,51.294057,63.474204,66.373629
7/17/2013,96.243669,35.842853,51.012738,63.675151,62.309362
7/16/2013,96.00378,35.545213,50.187531,64.190637,62.949108
7/15/2013,96.372842,35.942063,50.346944,64.400322,63.617077
7/12/2013,96.206761,35.680504,50.11251,64.347903,63.974579
7/11/2013,95.27487,35.319729,50.393834,64.199375,64.313269
7/10/2013,94.167662,34.967976,49.699909,63.168411,63.682933
7/9/2013,90.726108,35.184438,49.587382,62.233554,63.946356
7/8/2013,90.587706,35.337768,49.502985,62.08502,63.560624
7/5/2013,90.089464,35.121303,49.146645,61.787966,62.252909
7/3/2013,88.400977,34.92288,48.321438,61.787966,61.660205
7/2/2013,88.631644,35.211498,48.584006,61.735546,61.406185
7/1/2013,89.951062,35.184438,48.546496,61.919022,61.744874
6/28/2013,91.030591,35.355808,48.005538,61.779227,61.60376
6/27/2013,91.335067,34.976994,48.434575,61.525853,62.177643
6/26/2013,91.897896,34.814645,48.499863,60.81816,60.945193
6/25/2013,88.926898,34.769549,48.341307,60.206573,59.957351
6/24/2013,88.70546,34.526027,48.108135,59.778456,60.822892
6/21/2013,90.679972,34.940919,48.956882,60.809421,60.11729
6/20/2013,88.834633,35.067189,47.744383,61.16764,60.023207
6/19/2013,91.510376,35.446,48.546496,62.81893,61.396782
6/18/2013,93.650969,35.752657,49.357935,63.884843,61.791917
6/17/2013,91.418111,35.464039,49.908223,64.033371,60.559468
6/14/2013,89.886476,35.247576,49.357935,63.465465,60.023207
6/13/2013,90.892189,35.527174,49.227359,63.579044,60.35249
6/12/2013,88.917677,35.247576,48.136114,63.421778,59.78801
6/11/2013,90.357039,35.924027,48.565151,62.906299,59.881676
6/10/2013,90.707651,36.077354,48.527842,63.404307,59.647507
6/7/2013,91.168986,35.617369,48.57448,62.888828,58.607796
6/6/2013,89.951062,35.040129,48.014864,62.443239,57.998956
6/5/2013,87.284547,34.300543,47.529865,62.102498,57.839722
6/4/2013,89.766531,34.435835,47.958901,62.783981,58.411095
6/3/2013,91.46424,34.724453,48.555825,62.548079,58.823231
5/31/2013,92.755979,34.453874,47.576498,62.696613,58.663998
5/30/2013,97.083302,35.022093,48.499863,63.893576,60.565452
5/29/2013,96.317484,35.013072,48.285344,63.535363,59.338402
5/28/2013,97.987514,35.319729,48.481208,64.173159,59.329037
5/24/2013,97.719946,35.482078,47.874962,64.968228,58.130093
5/23/2013,97.452371,35.617369,47.996209,64.49643,58.411095
5/22/2013,96.446657,35.491096,48.061497,65.195391,58.336159
5/21/2013,96.179082,36.266759,48.826303,65.204124,58.888798
5/20/2013,94.278385,36.24872,46.531887,64.793491,58.598431
5/17/2013,97.461593,36.284798,46.485253,64.784752,58.860699
5/16/2013,96.852634,36.041276,46.298714,65.536133,58.205025
5/15/2013,99.113172,35.743639,46.643809,65.964244,57.708588
5/14/2013,99.592964,35.609431,46.559866,65.169175,57.820989
5/13/2013,98.1905,35.108396,46.028234,65.221601,58.439194
5/10/2013,98.034338,34.795246,45.860349,65.474975,58.926266
5/9/2013,96.050131,34.777351,45.580543,64.845911,58.083257
5/8/2013,96.518626,34.374732,45.524584,65.501185,58.551594
5/7/2013,95.958271,34.312102,44.862372,64.077052,56.668878
5/6/2013,96.29816,34.276316,44.489298,63.73631,56.387876
5/3/2013,97.813873,34.44631,44.507952,64.208108,55.188929
5/2/2013,96.996301,33.820013,44.246797,64.216847,55.713468
5/1/2013,96.031762,34.088425,43.509974,64.356641,55.938272
4/30/2013,95.728618,34.258422,43.537954,64.44401,56.134973
4/29/2013,97.988404,34.661042,43.687184,64.426532,56.209905
4/26/2013,99.559231,34.491045,43.239494,63.806207,55.713468
4/25/2013,99.816448,34.213687,43.864394,63.858627,55.582334
4/24/2013,96.39002,34.589463,43.267473,63.325677,55.067163
4/23/2013,103.582759,33.882642,43.454012,63.980951,54.832994
4/22/2013,104.189039,33.891591,42.959687,63.439255,55.469934
4/19/2013,102.315069,33.909486,42.931704,63.290728,56.238008
4/18/2013,98.714109,34.124214,42.539976,62.92377,55.910169
4/17/2013,100.532965,34.347891,43.230165,62.783981,58.101991
4/16/2013,101.828205,34.580518,43.509974,64.347903,58.8326
4/15/2013,99.651098,34.598409,43.118243,64.286744,57.689855
4/12/2013,102.489607,35.027872,44.022953,63.998422,59.038666
4/11/2013,99.412257,35.215761,44.507952,64.033371,58.991833
4/10/2013,99.439814,34.920505,44.060261,63.220831,58.457928
4/9/2013,95.811297,34.705776,43.612567,62.408291,58.242493
4/8/2013,96.546183,34.804195,43.258148,62.521869,57.970857
4/5/2013,95.572456,35.090502,43.164877,61.639438,58.167558
4/4/2013,97.262699,35.224706,43.948336,62.05881,58.101991
4/3/2013,96.279784,35.537856,43.855069,62.451978,57.764787
4/2/2013,97.740382,35.385754,43.901703,62.312183,57.830357
4/1/2013,93.983253,35.403649,43.410091,62.08502,55.235765
3/28/2013,94.16698,35.502067,43.558501,62.242286,53.587214
3/27/2013,91.999053,35.341019,43.150373,61.543331,53.034575
3/26/2013,90.630322,35.779428,43.270958,62.041339,52.126002
3/25/2013,88.930884,35.779428,42.417595,61.377326,51.386028
3/22/2013,88.70123,35.806269,42.658764,61.884073,51.011356
3/21/2013,86.634352,35.976262,42.501076,61.718068,51.573364
3/20/2013,86.395518,35.788374,42.241359,62.312183,51.404762
3/19/2013,84.879806,35.779428,41.851779,61.421014,51.676395
3/18/2013,83.033392,36.128364,41.842505,60.547315,51.517162
3/15/2013,84.337821,36.522035,42.130048,61.062794,51.264259
3/14/2013,84.67771,36.736767,42.621661,60.241515,51.264259
3/13/2013,84.089798,36.486246,42.547454,59.935722,51.03009
3/12/2013,84.282706,36.262569,42.668038,60.748262,51.159351
3/11/2013,83.997938,36.012051,42.862826,60.276464,50.580855
3/8/2013,85.430972,35.931527,42.297011,60.00562,50.207635
3/7/2013,85.385038,35.421543,42.417595,60.066778,50.198303
3/6/2013,85.678994,35.457332,42.695864,60.014358,50.021024
3/5/2013,85.835164,34.115268,42.463973,60.232783,49.918387
3/4/2013,85.182949,33.327923,41.981638,60.197834,49.750437
3/1/2013,85.045156,33.327923,41.953812,59.54256,49.937049
2/28/2013,84.098986,33.462131,41.703369,59.236767,49.871735
2/27/2013,83.621304,33.515811,41.313793,58.817389,50.263616
2/26/2013,82.18827,33.605284,40.924213,58.319381,49.498512
2/25/2013,82.261761,33.623179,40.701599,58.162117,49.731776
2/22/2013,79.753946,34.070534,41.480755,58.246286,50.823451
2/21/2013,78.201488,34.088425,41.490029,57.842269,51.541903
2/20/2013,77.760558,34.204738,41.517855,58.759729,51.513909
2/19/2013,77.282875,34.338946,42.482524,58.61664,52.866838
2/15/2013,76.8052,34.025797,43.706911,58.246286,53.482653
2/14/2013,77.824861,34.540531,43.753289,57.8086,53.230728
2/13/2013,78.026956,34.371911,43.58633,57.732843,53.398678
2/12/2013,77.65951,34.55828,43.697637,57.665511,53.193405
2/11/2013,78.00858,34.212166,43.79967,57.463496,53.296042
2/8/2013,79.276268,34.327538,43.68836,57.488753,53.874538
2/7/2013,77.860135,33.688555,43.372987,57.244656,53.230728
2/6/2013,79.111813,33.866051,43.549227,58.044278,53.538638
2/5/2013,79.056997,33.493313,43.382265,57.572923,53.902528
2/4/2013,78.335223,33.466686,42.89993,57.320407,52.017759
2/1/2013,78.846864,33.502186,43.521397,57.236238,52.03642
1/31/2013,78.079405,33.715182,43.224577,57.08473,51.513909
1/30/2013,78.006313,33.182695,43.280232,57.412996,52.325668
1/29/2013,79.111813,33.147195,43.26168,57.042642,52.512276
1/28/2013,78.198176,33.41344,43.122547,56.882721,52.073743
1/25/2013,76.215585,33.484436,43.057614,56.394528,52.288345
1/24/2013,75.48468,33.644182,43.085444,56.764882,52.456295
1/23/2013,75.895814,33.724055,42.575283,56.672294,52.167047
1/22/2013,76.096815,33.644182,42.853552,54.820529,52.269684
1/18/2013,74.991315,33.466686,42.36194,55.249803,50.907426
1/17/2013,76.690681,33.715182,41.898157,55.611738,50.758137
1/16/2013,77.03786,33.528809,40.757251,54.862617,50.067676
1/15/2013,77.732226,33.919301,40.933491,54.896286,50.030353
1/14/2013,79.413314,33.795055,41.016972,55.115133,49.78776
1/11/2013,79.449861,33.777305,40.877836,55.039376,49.28391
1/10/2013,80.226451,34.416285,40.67377,54.871036,49.554497
1/9/2013,81.012179,34.05242,40.237816,54.399675,48.864035
1/8/2013,80.537091,33.945924,39.987373,54.382843,47.958975
1/7/2013,80.88427,33.777305,40.033751,54.239754,48.602781
1/4/2013,81.295411,33.759555,39.569968,54.105078,48.602781
1/3/2013,80.939086,33.39569,39.393731,53.616888,48.509477
1/2/2013,81.450728,33.005199,38.846467,53.726311,50.888764
12/31/2012,78.755495,33.138322,38.04876,53.280203,50.608849
12/28/2012,77.878404,33.014076,37.798317,52.943521,50.254287
12/27/2012,78.709817,32.792207,38.345581,53.305456,50.795457
12/26/2012,79.385906,33.209318,38.150793,53.08661,50.590187
12/24/2012,79.851863,33.537686,38.679505,53.08661,51.178009
12/21/2012,79.632592,33.697432,38.976326,53.187614,51.345959
12/20/2012,80.774638,33.724055,39.588519,53.667388,51.747172
12/19/2012,80.847724,33.963674,39.365902,53.827315,50.842112
12/18/2012,81.578636,34.221042,39.699826,53.835731,51.271316
12/17/2012,81.770499,34.07017,39.180392,53.482214,50.720814
12/14/2012,81.496405,33.812801,38.827915,53.187614,50.431566
12/13/2012,81.450728,34.469534,39.13401,53.08661,50.739476
12/12/2012,82.382634,35.028645,39.300975,53.229702,51.551232
12/11/2012,82.181633,36.981087,39.236442,53.196033,51.094034
12/10/2012,81.98977,37.735443,39.273316,52.65734,50.562193
12/7/2012,80.692407,37.646694,39.236442,52.455328,50.263616
12/6/2012,80.893409,37.220706,39.181126,52.623671,49.859608
12/5/2012,81.322819,36.812468,38.747828,52.522666,50.036183
12/4/2012,80.701546,36.776968,38.591105,52.76676,49.757379
12/3/2012,80.7655,35.987116,38.600323,52.505832,50.082649
11/30/2012,81.130956,35.80962,38.821582,52.228066,50.547324
11/29/2012,80.957363,35.694251,38.941432,52.143896,50.519445
11/28/2012,79.522953,35.995993,39.264098,51.579949,49.023191
11/27/2012,79.468137,35.960493,39.098154,50.965502,48.874496
11/26/2012,79.751363,35.605501,39.457698,51.11701,49.748083
11/23/2012,80.034588,35.241637,39.890997,51.024421,50.110529
11/21/2012,79.166636,34.913272,39.411604,50.005954,49.748083
11/20/2012,79.093543,35.028645,39.328632,49.736607,49.385637
11/19/2012,78.02459,34.398535,38.545011,50.073292,49.171887
11/16/2012,77.238861,33.981424,37.890453,49.660853,48.233246
11/15/2012,76.882543,34.283165,37.678414,49.635603,47.629167
11/14/2012,76.763766,34.283165,37.586224,50.191131,47.629167
11/13/2012,78.362631,35.037518,38.074835,50.452059,48.502754
11/12/2012,77.805312,35.44842,38.25,50.502563,48.51205
11/9/2012,77.486887,35.430784,37.945768,50.755075,49.162595
11/8/2012,77.095677,35.580689,37.853579,50.569901,49.664441
11/7/2012,77.64155,35.871685,38.268435,50.586732,50.426508
11/6/2012,79.415646,36.118588,39.466919,50.788744,52.406023
11/5/2012,78.560441,36.277313,38.904554,50.923417,51.374445
11/2/2012,78.651418,36.585945,38.720172,51.058091,52.090044
11/1/2012,79.342861,36.427221,38.950649,51.201183,52.926461
10/31/2012,78.687811,35.642414,38.332972,50.889748,52.043578
10/26/2012,79.724972,35.615961,38.351407,51.209599,51.83912
10/25/2012,80.107089,35.924594,38.609544,51.453695,52.23874
10/24/2012,79.606701,35.827595,38.434379,51.672538,51.969228
10/23/2012,79.442939,35.377875,38.305312,51.941885,52.210861
10/22/2012,79.879641,36.003956,39.171909,53.221283,52.545427
10/19/2012,79.297376,35.704144,38.720172,53.145529,51.727599
10/18/2012,81.690123,36.515399,39.808025,53.633722,52.05287
10/17/2012,81.153343,35.9775,39.909435,53.44013,52.034286
10/16/2012,80.097989,35.474873,40.379607,53.179199,52.861406
10/15/2012,78.44217,34.787069,39.771147,52.446912,53.42831
10/12/2012,76.422433,34.778249,39.688176,51.857715,53.037981
10/11/2012,76.977406,34.822342,39.476137,51.756711,53.586298
10/10/2012,77.013799,34.96343,39.227221,51.849296,53.075156
10/9/2012,77.723435,34.9987,39.835681,52.185981,53.409723
10/8/2012,78.278408,35.571872,40.75759,52.943521,53.530536
10/5/2012,79.097221,35.377875,41.181667,52.775178,53.093744
10/4/2012,78.596833,35.739413,40.582428,52.800429,53.874398
10/3/2012,78.969851,35.968683,40.139912,52.051308,52.842819
10/2/2012,78.560441,36.347858,40.056938,52.345905,52.787057
10/1/2012,77.405009,36.24204,39.653712,51.992389,52.471078
9/28/2012,76.686274,36.515399,39.516247,51.563115,51.495261
9/27/2012,76.640781,36.356675,39.846161,51.773542,52.266623
9/26/2012,75.931145,35.792322,39.470427,51.251683,51.83912
9/25/2012,76.249571,36.153861,39.69037,51.723042,52.229448
9/24/2012,75.430765,35.474873,40.056938,51.630453,52.02499
9/21/2012,74.630144,35.298512,39.727024,51.563115,52.210861
9/20/2012,74.875792,35.333785,39.562068,50.982337,51.058466
9/19/2012,74.339011,35.316149,39.250487,50.780328,51.067761
9/18/2012,74.639244,35.527783,39.369619,50.62882,51.235045
9/17/2012,74.684729,35.22797,39.287141,50.645652,50.630966
9/14/2012,74.020586,35.889321,39.452098,50.384724,50.417216
9/13/2012,75.803775,35.862865,38.764779,50.553066,50.082649
9/12/2012,75.649113,35.554236,38.169105,50.048039,49.088246
9/11/2012,76.367848,35.809959,38.196596,50.132212,48.871707
9/10/2012,76.467926,35.818775,37.994982,49.618768,49.741774
9/7/2012,76.386041,35.642414,38.132447,50.376305,50.796958
9/6/2012,77.159362,35.139788,38.104955,50.393139,50.806212
9/5/2012,76.495218,34.839975,37.435962,49.745023,50.241596
9/4/2012,76.722666,35.00752,37.765875,49.265249,50.500766
8/31/2012,76.349648,34.901704,37.261842,49.669269,50.260108
8/30/2012,75.649113,34.884068,37.096886,49.450426,50.621092
8/29/2012,76.167693,35.44842,37.399308,49.686103,50.574812
8/28/2012,76.431533,35.413148,37.060228,49.913365,50.287878
8/27/2012,76.813644,35.624781,37.078557,49.989119,50.547045
8/24/2012,76.959207,35.633598,37.18853,50.527813,50.130524
8/23/2012,76.113108,35.651234,36.996078,50.452059,49.908379
8/22/2012,76.304163,35.607145,37.280171,50.704574,49.954662
8/21/2012,75.61272,35.624781,37.701726,50.62882,49.445579
8/20/2012,75.73099,35.906958,37.985819,50.569901,49.241949
8/17/2012,75.858361,35.642414,37.426799,50.822413,49.177157
8/16/2012,75.60362,35.845232,37.087723,50.940252,49.417812
8/15/2012,76.104008,35.71296,36.959424,50.502563,48.89022
8/14/2012,76.00393,35.836412,36.812793,50.207966,48.103461
8/13/2012,74.484578,35.880501,36.895271,49.50093,48.038669
8/10/2012,74.937482,36.066564,36.895271,49.383088,48.038669
8/9/2012,74.249066,36.066564,36.657002,49.433591,48.14974
8/8/2012,73.705583,35.277744,37.023573,49.719773,48.806915
8/7/2012,73.886741,35.400448,36.876946,49.812361,48.631053
8/6/2012,74.665737,35.49686,36.418733,49.820777,47.205627
8/3/2012,74.466458,34.629157,36.482882,49.652437,47.770244
8/2/2012,73.406664,34.664217,35.648936,49.223164,47.298186
8/1/2012,74.113193,35.821151,35.988012,49.054821,47.400002
7/31/2012,74.819722,35.838681,36.125474,49.341003,47.288931
7/30/2012,75.598718,36.127916,35.566457,48.928567,49.297483
7/27/2012,76.015388,36.224328,35.768069,49.341003,49.371532
7/26/2012,71.821501,35.47933,34.420926,48.558213,48.140482
7/25/2012,70.616775,35.47933,34.384268,47.87643,48.575515
7/24/2012,69.185597,35.488097,34.228474,47.649168,50.81547
7/23/2012,70.227277,35.698447,34.558388,47.952184,50.454483
7/20/2012,70.444669,36.469737,35.025767,48.053188,51.287525
7/19/2012,72.138532,36.653794,35.703919,48.28045,50.898775
7/18/2012,72.120419,36.9255,35.722248,47.438741,52.157588
7/17/2012,71.341424,37.109557,35.612278,47.270398,51.741071
7/16/2012,69.991765,36.057797,34.686687,47.194644,51.056125
7/13/2012,69.710967,35.391685,34.420926,46.942132,51.09315
7/12/2012,68.669287,35.119979,34.512567,46.672786,50.510021
7/11/2012,68.922912,34.559042,34.842481,46.857959,51.870654
7/10/2012,67.872178,34.436337,34.824152,46.487608,51.55595
7/9/2012,67.754426,34.401278,35.062421,47.026302,51.916934
7/6/2012,66.893904,34.4451,34.787494,46.77379,51.667021
7/5/2012,67.328695,35.198862,35.199886,46.950548,51.657767
7/3/2012,68.080517,35.10245,35.786397,47.413491,50.796958
7/2/2012,67.355868,34.401278,35.658098,47.261983,52.074284
6/29/2012,66.04245,34.567805,35.257549,47.051555,54.147631
6/28/2012,64.692791,34.304866,34.447345,46.226677,55.16579
6/27/2012,65.553312,34.217221,34.511069,46.134092,54.878856
6/26/2012,64.729024,34.453867,33.964865,45.755322,54.42531
6/25/2012,64.665618,34.813218,33.937552,45.570145,53.397893
6/22/2012,65.634832,33.314459,34.738654,46.193011,54.675223
6/21/2012,64.90113,33.077816,34.410931,45.948915,53.999535
6/20/2012,65.93375,33.112872,34.957138,46.428689,55.16579
6/19/2012,66.142082,33.305696,34.96624,46.386604,55.776686
6/18/2012,65.236274,33.261873,34.556585,45.460722,54.999182
6/15/2012,64.575038,33.191754,34.383621,45.18296,54.517873
6/14/2012,63.786983,33.498519,34.128727,45.107206,54.841831
6/13/2012,62.337692,33.778988,33.81921,45.031452,53.694085
6/12/2012,62.156533,34.015634,34.292585,44.543259,53.339581
6/11/2012,61.404711,34.129572,33.709967,43.785722,52.989147
6/8/2012,62.382985,34.357455,33.983072,44.164492,53.487131
6/7/2012,62.591317,34.199691,33.728174,43.920395,52.979926
6/6/2012,63.388432,34.725569,33.518796,44.113988,53.210474
6/5/2012,62.002541,34.225984,32.936177,43.331198,51.679636
6/4/2012,62.228993,34.112043,32.672177,43.541626,50.637558
6/1/2012,61.368478,34.190925,32.872454,43.625798,50.757444
5/31/2012,62.971755,34.348689,33.537003,43.794138,51.430644
5/30/2012,63.035161,34.357455,33.364039,43.768888,51.799518
5/29/2012,62.754363,33.393341,33.937552,43.987731,51.781078
5/25/2012,62.546031,33.84034,33.573418,43.735218,51.753409
5/24/2012,62.591317,33.910456,33.746381,43.541626,51.845631
5/23/2012,61.939134,33.814047,33.491487,43.415371,51.052545
5/22/2012,62.419218,34.339926,33.646243,43.96248,51.384535
5/21/2012,62.790596,34.164632,34.319898,43.777303,51.22776
5/18/2012,62.63661,34.094516,33.646243,43.53321,49.789143
5/17/2012,63.895683,33.998104,33.746381,43.432202,50.609893
5/16/2012,64.29424,34.829869,34.793276,43.853057,50.628338
5/15/2012,64.022495,35.125923,34.729552,44.012984,50.665223
5/14/2012,63.587704,35.413268,34.674931,44.316,50.868106
5/11/2012,63.786985,36.405922,34.620309,44.703185,50.904995
5/10/2012,63.165155,36.614899,34.975342,44.627431,50.987992
5/9/2012,62.741596,36.736803,34.620309,44.72002,50.923439
5/8/2012,63.714888,38.722108,34.793276,45.427056,51.476753
5/7/2012,62.732582,38.652447,34.665829,45.763738,50.951103
5/4/2012,62.876771,38.695984,34.729552,45.536476,50.462343
5/3/2012,63.904146,39.523194,35.084585,45.679568,51.384535
5/2/2012,64.138453,39.827957,34.938931,45.923665,52.251394
5/1/2012,63.705881,39.941152,35.029963,46.479193,52.684825
4/30/2012,64.084383,39.854078,34.775069,46.437105,51.781078
4/27/2012,64.562018,39.732174,34.310792,46.31085,53.404134
4/26/2012,63.795999,39.714759,33.77369,46.386604,53.828341
4/25/2012,63.25528,39.627682,33.864727,46.167758,54.289437
4/24/2012,61.849402,39.488363,33.791898,46.134092,54.151111
4/23/2012,61.542997,39.357753,33.837414,46.815875,54.584538
4/20/2012,61.705214,39.253264,34.237967,47.455575,54.879639
4/19/2012,60.497601,39.74088,34.520171,46.68962,54.141887
4/18/2012,60.515629,39.322922,34.611207,46.672786,52.86004
4/17/2012,60.695867,39.8802,34.611207,46.807459,53.579349
4/16/2012,59.713561,39.22714,34.183345,46.462358,52.896929
4/13/2012,59.109751,38.478297,34.146931,45.730072,53.53324
4/12/2012,60.30835,38.817891,34.811483,46.294016,53.911339
4/11/2012,60.137127,38.417345,34.338105,45.763738,53.505575
4/10/2012,59.650477,38.190952,34.019483,45.662734,53.081368
4/9/2012,60.398469,38.74823,34.365414,46.058338,53.616238
4/5/2012,61.299669,39.235849,34.775069,46.159342,54.418544
4/4/2012,61.146467,39.08782,34.829687,46.361354,54.464656
4/3/2012,61.218565,39.375168,35.594375,47.059971,54.778201
4/2/2012,61.380781,39.688638,35.773714,47.388237,54.519985
3/30/2012,61.254613,39.235849,35.45705,46.639116,54.35399
3/29/2012,60.668832,38.426054,35.475146,46.445524,53.588573
3/28/2012,60.993264,38.44347,35.683237,46.622282,51.126319
3/27/2012,61.110418,38.356393,35.800855,46.622282,51.117098
3/26/2012,60.849069,38.225783,36.189897,46.849544,50.812773
3/23/2012,60.074043,37.503061,35.013726,46.512859,49.484818
3/22/2012,60.037994,37.572723,35.158486,46.504443,49.687702
3/21/2012,60.42551,37.624965,35.230864,46.580197,49.770699
3/20/2012,60.903146,37.494355,35.755619,46.681201,50.517672
3/19/2012,61.326711,37.694627,35.719428,46.756955,51.762633
3/16/2012,60.722901,37.511771,35.900378,46.117257,51.264649
3/15/2012,61.515963,37.825237,35.619905,45.713237,51.375311
3/14/2012,61.515963,38.138706,34.941345,45.679568,51.439864
3/13/2012,62.101744,38.695984,34.977535,46.142508,51.024881
3/12/2012,61.308683,38.95721,34.018502,46.024669,50.739
3/9/2012,61.290662,39.113942,34.081834,45.814242,51.439864
3/8/2012,61.101411,39.044284,34.49802,45.561729,51.283093
3/7/2012,60.335385,39.122651,33.946124,45.014617,50.158018
3/6/2012,59.965896,38.904964,33.937074,44.871528,50.222571
3/5/2012,60.587727,39.235849,34.163261,45.780572,50.757444
3/2/2012,61.038327,39.40129,34.298975,45.469141,51.495197
3/1/2012,60.912153,39.43612,34.380402,45.93208,51.633527
2/29/2012,61.290662,39.018162,34.488971,45.881577,51.261882
2/28/2012,61.41683,39.157482,34.923249,46.512859,51.344637
2/27/2012,60.776978,38.643741,34.697062,46.3361,51.243492
2/24/2012,61.038327,38.826597,34.488971,46.336097,51.169934
2/23/2012,60.686853,38.774351,34.271833,46.44084,50.517089
