Date,Ford Motor Company (F),Apple Inc. (AAPL),The Procter & Gamble Company (PG),The Coca-Cola Company (KO),Canon Inc. (CAJ)
3/7/2014,13.484214,71.501042,71.206575,34.776013,29.949637
3/6/2014,13.527377,71.542825,70.915862,34.703846,30.116024
3/5/2014,13.492847,71.759849,70.697829,34.595592,30.057298
3/4/2014,13.268397,71.608874,71.270168,34.55951,30.331347
3/3/2014,13.121642,71.139789,70.388949,34.388109,29.685375
2/28/2014,13.285663,70.934895,71.460955,34.460279,30.556459
2/27/2014,13.285663,71.127659,71.033969,34.343004,30.292199
2/26/2014,13.173438,69.736564,70.734169,34.162583,30.155173
2/25/2014,13.078479,70.371454,70.970375,34.072375,30.272623
2/24/2014,13.104377,71.111483,70.734169,33.828807,30.008361
2/21/2014,13.087111,70.801449,70.834102,33.540135,29.6658
2/20/2014,13.182071,71.596744,70.788675,33.648386,29.70495
2/19/2014,13.164805,72.435175,70.988542,33.467965,29.910486
2/18/2014,13.285663,73.597115,70.834102,33.801745,30.419435
2/14/2014,13.156173,73.327525,72.133227,35.118812,29.196002
2/13/2014,13.01805,73.386829,70.679662,34.866225,29.117702
2/12/2014,12.948989,72.239718,70.398029,34.739928,29.029615
2/11/2014,12.914458,72.24511,71.624474,34.857202,28.951315
2/10/2014,12.810867,71.305586,70.888609,34.794055,28.775141
2/7/2014,12.923091,70.050636,70.234503,34.234753,28.74578
2/6/2014,12.819499,69.084152,69.86203,34.30692,28.285768
2/5/2014,12.715907,68.683814,69.45321,33.928039,28.324918
2/4/2014,12.836764,68.174641,69.126157,33.810764,28.66748
2/3/2014,12.560519,67.201842,68.771851,33.558177,28.354279
1/31/2014,12.914458,67.077227,69.607657,34.117479,28.550029
1/30/2014,13.164805,66.967353,69.834777,34.433213,29.088339
1/29/2014,13.173438,67.097328,70.534302,34.189649,29.166639
1/28/2014,13.462633,67.86779,71.869768,35.064685,29.254726
1/27/2014,13.454069,73.763517,71.288342,34.938391,29.372177
1/24/2014,13.556837,73.169924,71.933361,35.037623,29.607075
1/23/2014,14.070678,74.524597,71.079388,35.398465,30.027937
1/22/2014,14.173445,73.898845,71.978788,35.993852,30.341135
1/21/2014,14.05355,73.5719,72.294934,36.011891,30.155173
1/17/2014,14.147754,72.446356,72.024434,35.434546,30.556459
1/16/2014,14.327598,74.265993,72.637561,35.82245,30.204111
1/15/2014,14.301907,74.68271,72.844946,35.867555,30.213899
1/14/2014,14.044985,73.212803,72.91708,35.804408,30.468371
1/13/2014,13.79663,71.78443,72.141654,35.660072,30.174748
1/10/2014,13.762373,71.410585,72.403135,36.201335,30.448798
1/9/2014,13.565401,71.890282,72.51133,35.840493,30.536885
1/8/2014,13.30848,72.820202,72.349031,36.029933,30.282411
1/7/2014,13.171456,72.361944,73.412988,36.43588,30.918596
1/6/2014,13.342736,72.883175,72.709696,36.327628,30.996895
1/3/2014,13.282788,72.487897,72.538378,36.499027,30.89902
1/2/2014,13.22284,74.115916,72.619531,36.679448,30.908808
12/31/2013,13.214276,75.173127,73.403976,37.265815,31.319881
12/30/2013,13.085816,74.302166,73.935951,37.067351,31.17307
12/27/2013,13.102944,75.048512,73.94497,36.679448,30.957744
12/26/2013,13.128636,75.559031,73.719555,36.526092,31.045832
12/24/2013,13.008739,76.064182,73.313805,36.255459,31.417755
12/23/2013,12.974483,76.388451,73.313805,36.228397,31.44712
12/20/2013,13.205712,73.565202,73.791682,36.120146,31.124131
12/19/2013,13.102944,72.954191,73.845787,35.957767,31.084983
12/18/2013,13.402684,73.799691,74.278579,36.102103,31.593929
12/17/2013,14.301907,74.365147,72.953147,35.272168,31.006683
12/16/2013,14.438931,74.701473,73.656439,35.425527,31.104558
12/13/2013,14.207702,74.290108,74.269567,35.389442,30.97732
12/12/2013,14.036421,75.108809,74.206451,35.3714,31.182858
12/11/2013,14.05355,75.218683,75.757297,36.201335,31.124131
12/10/2013,14.156318,75.780116,75.423688,35.948744,31.388393
12/9/2013,14.182009,75.898034,76.442559,36.444903,31.496056
12/6/2013,14.301907,75.039131,76.208126,36.499027,31.525417
12/5/2013,14.336162,76.095003,74.558097,35.930705,30.957744
12/4/2013,14.233395,75.706424,75.153188,36.417837,31.907128
12/3/2013,14.182009,75.883292,75.585987,36.399795,31.867981
12/2/2013,14.61021,73.861333,75.144169,36.15623,32.151814
11/29/2013,14.627339,74.509856,75.937633,36.255459,32.611826
11/27/2013,14.584519,73.155183,75.99173,36.255459,32.465013
11/26/2013,14.447495,71.47222,76.316327,36.056998,31.750528
11/25/2013,14.507443,70.177844,77.010608,36.164496,32.02458
11/22/2013,14.567391,69.649907,76.595839,36.218247,31.848405
11/21/2013,14.635903,69.829459,76.343376,36.218247,31.652655
11/20/2013,14.490315,69.006737,76.361413,35.886792,31.535207
11/19/2013,14.447495,69.61641,76.045827,35.958457,31.760318
11/18/2013,14.541698,69.493133,76.253212,35.98533,31.789679
11/15/2013,14.618774,70.345338,76.496656,36.030124,31.858191
11/14/2013,14.635903,70.770098,76.027797,36.021164,31.398183
11/13/2013,14.644467,69.761126,75.288438,35.94054,31.251369
11/12/2013,14.319034,69.678045,74.65728,35.725543,30.869659
11/11/2013,14.464622,69.549415,74.170384,35.716583,30.752209
11/8/2013,14.430367,69.751745,74.395798,35.877832,30.869659
11/7/2013,14.173445,68.670418,74.224481,35.680753,30.556459
11/6/2013,14.48175,69.799983,74.666292,35.877832,30.820721
11/5/2013,14.635903,69.998296,73.422006,35.385129,30.546671
11/4/2013,14.558827,70.171478,73.331842,35.394085,30.928383
11/1/2013,14.464622,69.276268,73.169543,35.48367,30.957744
10/31/2013,14.653031,69.63195,72.808879,35.447836,30.89902
10/30/2013,14.850003,69.925031,73.503152,35.492627,31.104558
10/29/2013,14.995592,68.829996,74.350713,35.653876,31.359032
10/28/2013,14.96153,70.588444,73.304793,35.48367,31.789679
10/25/2013,14.987077,70.06624,72.132635,34.964089,31.192645
10/24/2013,15.123323,70.858873,72.682647,34.75805,31.574354
10/23/2013,14.918954,69.933021,72.953147,35.01784,31.398183
10/22/2013,14.987077,69.254953,72.475263,35.01784,32.112667
10/21/2013,14.901922,69.453447,71.203929,34.775967,31.926703
10/18/2013,14.927469,67.79224,71.60066,34.740133,31.535207
10/17/2013,14.86786,67.207422,71.609672,34.534093,31.398183
10/16/2013,14.7231,66.755822,70.63588,34.04139,31.133919
10/15/2013,14.450606,66.432105,69.425855,33.736809,30.987108
10/14/2013,14.62943,66.080414,70.44577,33.960765,31.153494
10/11/2013,14.569823,65.650129,70.213163,33.83535,31.212219
10/10/2013,14.416546,65.227834,69.685308,33.844307,30.546671
10/9/2013,14.152569,64.821525,68.844322,33.217231,31.486267
10/8/2013,14.050384,64.068854,68.289636,33.396394,30.791358
10/7/2013,14.31436,64.976059,67.681265,33.190354,31.084983
10/4/2013,14.552792,64.34728,68.012286,33.324729,31.300306
10/3/2013,14.433577,64.3979,67.851246,33.288896,31.143707
10/2/2013,14.654975,65.217177,67.931769,33.530769,30.713058
10/1/2013,14.637946,65.004034,68.137545,33.996599,30.89902
9/30/2013,14.365454,63.510679,67.62758,33.933891,31.319881
9/27/2013,14.518729,64.309979,69.076937,34.399721,31.280731
9/26/2013,14.706069,64.772236,69.828457,34.704302,31.388393
9/25/2013,14.637946,64.147455,69.533217,34.337014,30.908808
9/24/2013,14.697553,65.1559,70.338415,34.516176,31.270945
9/23/2013,14.646461,65.361053,70.928889,34.605761,31.63308
9/20/2013,14.808253,62.266446,71.027303,35.295547,31.407969
9/19/2013,15.038168,62.917871,71.68041,35.214923,31.143707
9/18/2013,15.012622,61.902767,71.841449,35.465753,32.279052
9/17/2013,14.85083,60.655866,71.420957,34.749093,32.01479
9/16/2013,14.774192,59.963142,71.716197,34.811801,31.721167
9/13/2013,14.774192,61.932072,70.72312,34.659508,31.368818
9/12/2013,14.808253,62.969828,70.016336,34.435552,31.124131
9/11/2013,14.935985,62.306408,70.025277,34.489302,30.879445
9/10/2013,14.944499,65.893915,69.738986,34.3559,31.368818
9/9/2013,14.74013,67.429892,69.926871,34.25807,31.09477
9/6/2013,14.476153,66.370828,69.023259,34.106877,30.527097
9/5/2013,14.731614,65.977837,69.014311,34.009051,30.429222
9/4/2013,14.399515,66.433443,69.327441,34.275858,30.918596
9/3/2013,13.914138,65.086626,69.560056,33.706669,30.683697
8/30/2013,13.786407,64.905455,69.685308,33.955688,29.264514
8/29/2013,14.050384,65.502262,69.166402,33.884538,29.489625
8/28/2013,13.641646,65.395687,68.754858,34.106877,29.753887
8/27/2013,13.52243,65.087956,69.756883,33.929008,29.832187
8/26/2013,13.973745,67.003606,70.26684,33.902325,29.802825
8/23/2013,14.007808,66.743834,71.581996,34.25807,29.949637
8/22/2013,13.973745,67.002268,71.367272,34.071306,29.890913
8/21/2013,13.837499,66.922344,71.018354,34.044623,30.008361
8/20/2013,13.888591,66.750493,71.152555,34.373687,30.282411
8/19/2013,13.7268,67.639044,71.206232,34.489302,30.448798
8/16/2013,13.880076,66.918345,71.483583,34.729429,30.713058
8/15/2013,13.990776,66.329528,72.002489,34.765004,30.996895
8/14/2013,14.382483,66.408129,72.691377,35.15632,31.212219
8/13/2013,14.527245,65.218507,73.058192,35.263045,31.887556
8/12/2013,14.535761,62.259787,73.022404,35.42313,31.652655
8/9/2013,14.493184,60.539964,73.040295,35.716617,31.026258
8/8/2013,14.459122,61.413866,73.514465,35.752192,31.603719
8/7/2013,14.2803,61.536424,73.326586,35.707724,31.486267
8/6/2013,14.5017,61.572159,73.12976,35.903381,31.838616
8/5/2013,14.637946,62.127995,72.825577,35.832234,31.486267
8/2/2013,14.901922,61.213509,72.727164,35.769979,31.026258
8/1/2013,14.637946,60.437984,73.040295,36.081253,30.771784
7/31/2013,14.373968,59.888765,71.841449,35.64547,30.184536
7/30/2013,14.459123,59.993319,71.966702,35.858914,30.116024
7/29/2013,14.459123,59.261466,71.653564,35.823339,30.820721
7/26/2013,14.40833,58.361541,71.921966,36.143508,31.17307
7/25/2013,14.357536,58.032007,71.939863,36.32138,31.593929
7/24/2013,14.704624,58.298015,71.814604,36.339168,31.222006
7/23/2013,14.340606,55.450012,72.422975,36.428102,33.796108
7/22/2013,14.425261,56.418757,72.664538,36.32138,33.394823
7/19/2013,14.188226,56.238771,72.798739,36.54372,33.453549
7/18/2013,14.33214,57.140022,71.841449,36.294701,33.639509
7/17/2013,14.205157,56.948127,71.653564,36.32138,33.531846
7/16/2013,14.052778,56.933567,71.902284,35.778871,33.942922
7/15/2013,14.492985,56.568305,72.381811,36.472569,33.414398
7/12/2013,14.48452,56.445226,72.417332,36.490357,33.306735
7/11/2013,14.374467,56.548451,71.724677,36.490357,33.071838
7/10/2013,14.154363,55.680289,70.863312,36.179083,32.74885
7/9/2013,14.25595,55.894681,70.659067,36.312488,32.690128
7/8/2013,14.230553,54.928586,69.939779,36.054573,32.523739
7/5/2013,14.137433,55.242235,69.56681,36.036786,32.885874
7/3/2013,13.908864,55.689551,69.771055,36.010106,32.582465
7/2/2013,13.697225,55.383843,69.655616,35.903381,32.915239
7/1/2013,13.324742,54.15703,69.282646,35.983423,32.02458
6/28/2013,13.096173,52.477611,68.367995,35.672149,32.17139
6/27/2013,13.248552,52.113667,68.971843,35.805551,32.259477
6/26/2013,12.943793,52.681415,68.732083,35.867809,32.298628
6/25/2013,12.672896,53.284895,68.101596,35.3253,32.455227
6/24/2013,12.41893,53.272986,68.003914,35.15632,32.308414
6/21/2013,12.698293,54.723456,68.758723,35.360872,32.778215
6/20/2013,12.545913,55.165479,66.822858,34.800579,31.682017
6/19/2013,12.969189,55.980703,68.918565,35.938956,32.690128
6/18/2013,13.248552,57.141343,70.188422,36.401423,32.846727
6/17/2013,13.163897,57.171785,70.117379,36.179083,32.474802
6/14/2013,13.011517,56.913717,69.291528,35.876701,31.985429
6/13/2013,13.189293,57.695857,69.646734,35.938956,33.218648
6/12/2013,13.011517,57.196928,68.909683,35.921168,32.288842
6/11/2013,13.130035,57.9129,69.371453,36.027892,31.64287
6/10/2013,13.299345,58.08362,69.327049,36.37236,32.455227
6/7/2013,13.316276,58.47006,69.042886,36.575508,32.768426
6/6/2013,13.070776,58.026713,68.217035,36.027892,32.239902
6/5/2013,12.909931,58.906788,68.074957,35.904237,32.396501
6/4/2013,13.358604,59.462624,68.705444,36.584339,33.649299
6/3/2013,13.451725,59.649229,68.962968,36.045558,32.768426
5/31/2013,13.273949,59.518212,68.163757,35.32129,33.551422
5/30/2013,13.46019,59.763042,70.232818,36.010227,35.136993
5/29/2013,13.231621,58.885613,70.0641,36.566677,34.784644
5/28/2013,12.935327,58.421094,71.804602,37.582416,35.685089
5/24/2013,12.520517,58.912082,72.710371,37.30861,35.440402
5/23/2013,12.537448,58.513732,69.886494,37.0348,36.448514
5/22/2013,12.672896,58.409181,69.993058,37.317441,36.957458
5/21/2013,12.655965,58.185523,69.975301,37.396934,36.350637
5/20/2013,12.740621,58.618283,70.232818,37.432265,36.252764
5/17/2013,12.766017,57.338536,71.058669,37.953384,36.311486
5/16/2013,12.393534,57.513228,71.218511,38.059374,35.9102
5/15/2013,12.41893,56.754906,71.64476,37.909219,35.929776
5/14/2013,12.08031,58.741362,70.570267,37.55592,35.538279
5/13/2013,11.860206,60.181245,69.788812,37.264444,35.019541
5/10/2013,11.94486,59.946996,69.939779,37.229117,34.588894
5/9/2013,12.02105,60.449894,69.45137,37.202617,34.667192
5/8/2013,12.029516,60.981916,69.655616,37.502923,35.058692
5/7/2013,12.012585,60.300893,69.21161,37.714905,34.676982
5/6/2013,11.92793,60.570408,69.042886,37.167289,34.99018
5/3/2013,11.707826,59.159719,69.433613,37.30861,35.019541
5/2/2013,11.352274,58.573352,69.051768,37.061297,34.676982
5/1/2013,11.326877,57.754283,68.367995,37.28211,34.383358
4/30/2013,11.521584,58.213118,68.172632,37.388103,35.244652
4/29/2013,11.479565,56.548684,68.980726,37.30861,35.72424
4/26/2013,11.487969,54.850067,68.465677,37.184952,35.499129
4/25/2013,11.319893,53.690487,68.003914,37.405765,35.655728
4/24/2013,11.20224,53.306587,68.483441,37.229117,36.10595
4/23/2013,11.227451,53.394674,72.76188,37.714905,38.034082
4/22/2013,10.975338,52.413895,71.75693,37.732571,37.319597
4/19/2013,10.866089,51.343714,71.783375,37.679574,37.143423
4/18/2013,10.714821,51.543549,70.408183,37.184952,36.732347
4/17/2013,10.866089,52.956875,69.694136,37.582416,37.260871
4/16/2013,11.025761,56.038576,70.610933,37.42343,36.458299
4/15/2013,10.882896,55.19847,70.214245,35.409614,36.233188
4/12/2013,11.370316,56.506616,70.593305,36.284036,36.076589
4/11/2013,11.387123,57.102181,70.231872,36.37236,36.683411
4/10/2013,11.025761,57.280984,69.852812,36.275202,35.469767
4/9/2013,10.75684,56.135864,68.988912,35.95723,34.657406
4/8/2013,10.740032,56.03463,69.456124,36.08972,34.344208
4/5/2013,10.454303,55.638899,68.962467,35.400783,33.923346
4/4/2013,10.630783,56.233152,69.23574,35.807079,34.520382
4/3/2013,10.655995,56.794537,68.865497,35.480273,33.903771
4/2/2013,10.933319,56.505299,69.605983,35.966065,34.344208
4/1/2013,10.840877,56.389605,68.495248,35.727586,34.862942
3/28/2013,11.050972,58.197344,67.931066,35.718752,35.9102
3/27/2013,11.109799,59.435806,67.931066,35.524438,36.399573
3/26/2013,11.185433,60.626944,68.230791,35.939565,36.331061
3/25/2013,11.168625,60.947736,67.596085,35.436111,35.880839
3/22/2013,11.143414,60.728178,68.116188,35.365452,36.419149
3/21/2013,11.143414,59.521263,68.063298,35.391949,35.998288
3/20/2013,11.227451,59.435806,68.389468,35.215298,36.125526
3/19/2013,11.059376,59.752652,67.975146,34.738344,35.714454
3/18/2013,11.143414,59.914368,67.13769,34.234886,35.156565
3/15/2013,11.303085,58.328816,67.29636,34.296717,35.557855
3/14/2013,11.286278,56.861587,68.221974,34.464534,35.538279
3/13/2013,11.261066,56.315979,67.701872,34.084735,35.244652
3/12/2013,11.252663,56.326497,68.028035,34.164226,35.949351
3/11/2013,11.210644,57.567592,68.186712,34.471145,36.233188
3/8/2013,10.908107,56.759041,68.036853,34.392223,34.970605
3/7/2013,10.782051,56.609163,67.790024,34.304531,35.254442
3/6/2013,10.832474,55.96232,68.05448,34.216841,35.567641
3/5/2013,10.815666,56.682785,67.922256,33.918694,35.538279
3/4/2013,10.714821,55.224762,67.596085,34.04146,35.205505
3/1/2013,10.597168,56.594702,67.428592,33.936232,35.929776
2/28/2013,10.597168,58.031689,67.155318,33.953771,35.597002
2/27/2013,10.723225,58.448453,67.657792,33.717006,34.911879
2/26/2013,10.370266,59.026932,67.067166,33.418858,35.274017
2/25/2013,10.193787,58.215747,66.926117,33.076865,34.314846
2/22/2013,10.487918,59.268838,67.869359,33.778389,35.136993
2/21/2013,10.412285,58.644348,67.913438,33.068094,34.461656
2/20/2013,10.588764,59.011155,67.948701,33.085633,34.716132
2/19/2013,10.916511,60.475753,68.213157,33.033017,35.225081
2/15/2013,10.941723,60.498102,67.472671,32.813791,34.735708
2/14/2013,11.017357,61.343466,67.684237,32.305188,34.530168
2/13/2013,10.95853,61.398682,67.490299,32.629642,34.45187
2/12/2013,10.992146,61.515693,66.979014,32.936561,34.265906
2/11/2013,11.017357,63.097303,66.829148,33.85731,34.45187
2/8/2013,11.008954,62.446514,66.776258,33.997615,34.079946
2/7/2013,10.983742,61.557765,67.128873,34.120381,34.393144
2/6/2013,11.092991,59.780266,67.128873,33.59424,35.17614
2/5/2013,11.076184,59.844313,66.732178,33.445164,35.577426
2/4/2013,10.82407,57.815692,66.33549,32.752408,34.520382
2/1/2013,10.941723,59.292715,66.926117,32.919022,35.655728
1/31/2013,10.882896,59.537143,66.256155,32.655951,35.792752
1/30/2013,10.866089,59.712295,66.185631,32.883945,37.123847
1/29/2013,11.042569,59.900515,66.115107,32.813791,35.52849
1/28/2013,11.58041,58.797324,65.030816,32.45426,35.636152
1/25/2013,11.412335,57.496759,64.572421,32.489337,36.213613
1/24/2013,11.57084,58.884897,62.077676,32.541953,36.360426
1/23/2013,11.579182,67.186298,62.315694,32.559491,36.174462
1/22/2013,11.82111,65.978537,61.663353,32.559491,35.597002
1/18/2013,11.771056,65.355052,61.654543,33.059327,36.888947
1/17/2013,11.862822,65.705356,61.416525,32.892713,36.996609
1/16/2013,11.862822,66.151072,61.125617,32.726102,36.311486
1/15/2013,11.929561,63.514653,61.106224,32.726102,37.309808
1/14/2013,11.670948,65.583794,60.887613,32.436725,37.476197
1/11/2013,11.67929,68.008468,60.529094,32.366571,37.339173
1/10/2013,11.53747,68.428041,60.572812,32.410415,37.094486
1/9/2013,11.237146,67.590193,60.231779,32.471799,36.957458
1/8/2013,11.137038,68.663325,59.908238,32.48057,37.143423
1/7/2013,11.203776,68.479021,60.004428,32.708563,37.730669
1/4/2013,11.320569,68.884221,60.415412,33.02425,38.415792
1/3/2013,11.228803,70.857944,60.29299,32.971634,39.149852
1/2/2013,11.011902,71.763763,60.677748,32.971634,39.286876
12/31/2012,10.803343,69.559992,59.36608,31.787814,38.376641
12/28/2012,10.736605,66.608557,58.718993,31.542281,37.906844
12/27/2012,10.644839,67.323545,59.436037,31.936886,37.750244
12/26/2012,10.669866,67.05428,59.46227,31.936886,38.357066
12/24/2012,10.344514,67.99147,59.916978,32.208728,38.807292
12/21/2012,9.894027,67.881678,60.091871,32.349032,39.883912
12/20/2012,9.818946,68.195383,61.053759,32.489337,39.47284
12/19/2012,9.785576,68.794031,60.634023,32.252572,39.668586
12/18/2012,9.735523,69.786124,61.184928,32.691025,38.640903
12/17/2012,9.501937,67.816318,61.149949,32.883945,36.967248
12/14/2012,9.260009,66.6347,61.149949,33.02425,37.045546
12/13/2012,9.401829,69.235831,61.324835,32.971634,36.908522
12/12/2012,9.568676,70.452744,61.87574,33.006711,36.859585
12/11/2012,9.58536,70.765143,61.788297,33.199632,36.438724
12/10/2012,9.568676,69.252822,61.403539,33.006711,35.597002
12/7/2012,9.577018,69.701163,61.46475,33.068094,35.812327
12/6/2012,9.376801,71.529792,61.167435,32.778717,35.479553
12/5/2012,9.435198,70.425296,60.69524,32.717334,34.921668
12/4/2012,9.435198,75.269408,60.607791,32.57703,34.696557
12/3/2012,9.518621,76.620956,60.843894,32.778717,35.18593
11/30/2012,9.551991,76.502006,61.062506,33.252244,34.432295
11/29/2012,9.618729,77.035301,60.773937,33.296092,34.207184
11/28/2012,9.385144,76.196148,60.721473,32.936561,33.854834
11/27/2012,9.260009,76.436653,60.327968,32.59018,34.207184
11/26/2012,9.268351,77.057528,60.756451,32.537926,34.41272
11/23/2012,9.260009,74.700825,60.852634,33.034355,34.960819
11/21/2012,9.109846,73.419864,59.87326,32.564053,33.825473
11/20/2012,9.05145,73.316599,59.724606,32.442123,33.443759
11/19/2012,9.034765,73.946626,59.392312,32.433415,34.109307
11/16/2012,8.759468,68.973106,58.430424,31.841183,32.455227
11/15/2012,8.817864,68.703841,57.993201,31.727961,31.398183
11/14/2012,8.901288,70.175639,58.176834,31.362169,29.744099
11/13/2012,9.176585,70.962514,58.456656,31.49281,30.076873
11/12/2012,9.151558,70.953363,58.657782,31.423137,30.116024
11/9/2012,9.118189,71.506267,58.596571,31.606032,30.487947
11/8/2012,9.093161,70.289354,58.509128,31.666996,30.409647
11/7/2012,9.22664,72.936236,59.514734,31.980532,30.801145
11/6/2012,9.526964,75.838,60.275504,32.59018,31.544993
11/5/2012,9.385144,76.068308,60.048146,32.024077,30.987108
11/2/2012,9.318405,75.050804,60.502861,32.294067,31.016471
11/1/2012,9.385144,77.61929,60.555326,32.511799,31.858191
10/31/2012,9.310063,77.460548,60.54658,32.381158,31.466695
10/26/2012,8.600963,78.589952,60.721473,32.259229,31.593929
10/25/2012,8.625869,79.310792,61.272371,32.302775,30.928383
10/24/2012,8.443223,80.259336,59.532227,32.11988,31.682017
10/23/2012,8.302088,79.807836,58.972582,31.884729,31.496056
10/22/2012,8.443223,82.49733,59.899492,32.424704,32.5531
10/19/2012,8.451526,79.349831,59.960703,32.572764,31.936493
10/18/2012,8.659078,82.31647,60.747705,32.955972,32.122453
10/17/2012,8.642473,83.873956,60.747705,32.86888,31.750528
10/16/2012,8.551151,84.547954,59.845277,33.008229,31.701592
10/15/2012,8.484734,82.592315,59.593753,33.208542,31.270945
10/12/2012,8.401713,81.935231,58.925917,33.295634,30.605397
10/11/2012,8.418317,81.725742,58.977955,33.191123,30.370498
10/10/2012,8.285483,83.392527,59.099379,33.173704,29.323238
10/9/2012,8.385109,82.734143,59.585078,33.583042,29.841974
10/8/2012,8.343598,83.036012,59.932008,33.600461,30.624972
10/5/2012,8.434921,84.91228,60.391689,33.600461,30.791358
10/4/2012,8.39341,86.761224,60.174858,33.382729,31.417755
10/3/2012,8.252275,87.366261,59.992721,33.304345,31.09477
10/2/2012,8.127744,86.046888,59.66314,33.391436,32.504164
10/1/2012,8.243973,85.797067,60.23557,33.426274,31.965854
9/28/2012,8.185858,86.800263,60.157514,33.034355,31.329667
9/27/2012,8.318692,88.650507,60.105477,33.36531,32.523739
9/26/2012,8.31039,86.550435,60.105477,32.886296,32.220326
9/25/2012,8.376807,87.638208,60.356995,32.816623,33.375247
9/24/2012,8.567754,89.882706,60.504445,33.199831,33.668874
9/21/2012,8.634171,91.09278,60.209552,33.121447,34.765069
9/20/2012,8.667379,90.91192,60.330976,33.652715,34.539958
9/19/2012,8.791911,91.354317,60.070783,33.548204,35.274017
9/18/2012,8.650776,91.329593,60.03609,33.635296,34.999966
9/17/2012,8.625869,91.052448,60.062108,33.400144,34.45187
9/14/2012,8.742098,89.946463,59.984052,33.199831,35.52849
9/13/2012,8.584359,88.866501,59.767222,33.400144,34.510593
9/12/2012,8.476432,87.150274,59.064686,32.703401,33.257799
9/11/2012,8.426619,85.953209,59.20346,32.672922,32.455227
9/10/2012,8.39341,86.232952,59.420291,32.577766,31.613505
9/7/2012,8.418317,88.536003,59.42896,32.785379,32.230116
9/6/2012,8.235671,87.993423,59.18611,33.001641,31.64287
9/5/2012,7.945098,87.207526,58.362156,32.448007,30.947959
9/4/2012,7.812264,87.824272,58.457562,32.249046,31.877767
8/31/2012,7.75415,86.558246,58.275425,32.352854,32.582465
8/30/2012,7.729244,86.379985,58.006551,32.127939,32.788001
8/29/2012,7.737546,87.629097,57.997882,32.404755,33.982073
8/28/2012,7.75415,87.802154,58.101957,32.871883,33.776533
8/27/2012,7.795661,87.916651,58.206038,33.018939,33.600362
8/24/2012,7.878681,86.295409,58.127975,33.278457,34.040795
8/23/2012,7.845473,86.218645,57.833089,32.967039,33.659084
8/22/2012,7.878681,87.030565,57.980532,33.537971,33.199073
8/21/2012,7.911889,85.36378,57.911145,33.961844,33.600362
8/20/2012,7.994911,86.546537,57.893801,34.143506,34.158247
8/17/2012,7.994911,84.329361,58.110632,34.195407,34.07016
8/16/2012,7.961702,82.7979,58.110632,34.212709,34.363783
8/15/2012,7.878681,82.080957,57.798395,34.039698,33.326311
8/14/2012,7.837171,82.192863,57.876458,34.065652,33.218648
8/13/2012,7.803962,81.972964,57.659627,33.996446,33.218648
8/10/2012,7.762452,80.893002,57.911145,34.078627,33.443759
8/9/2012,7.75415,80.766789,57.876458,34.273262,33.698235
8/8/2012,7.762452,80.308784,57.867782,34.41167,33.952708
8/7/2012,7.729244,80.444823,57.434121,34.502499,35.244652
8/6/2012,7.59641,80.657299,57.078515,34.878797,34.814005
8/3/2012,7.546598,79.769818,56.809647,34.960978,34.06037
8/2/2012,7.405462,78.744998,55.083674,34.49385,33.189287
8/1/2012,7.505087,78.61803,55.517338,35.038833,33.179501
7/31/2012,7.629619,79.12979,55.977018,34.948003,32.739064
7/30/2012,7.514019,77.091821,56.462717,35.086411,32.494378
7/27/2012,7.431447,75.813065,56.454042,34.606308,31.936493
7/26/2012,7.398418,74.481197,55.994362,34.104577,31.143707
7/25/2012,7.406676,74.492856,55.526007,33.313056,30.987108
7/24/2012,7.48099,77.854922,55.526007,33.15735,33.433973
7/23/2012,7.571819,78.231944,55.846919,33.252503,34.207184
7/20/2012,7.604847,78.29284,56.141812,33.317383,35.430617
7/19/2012,7.720448,79.591025,56.306599,33.542297,36.428938
7/18/2012,7.745219,78.546776,56.219868,33.494719,36.076589
7/17/2012,7.712191,78.634871,56.192111,33.60285,35.72424
7/16/2012,7.646133,78.63099,55.727784,33.079496,36.585538
7/13/2012,7.654391,78.379642,55.968544,33.425514,36.781288
7/12/2012,7.53879,77.593216,54.773337,33.148698,36.458299
7/11/2012,7.703933,78.309681,52.795651,33.503368,37.280447
7/10/2012,7.720448,78.799417,53.079404,33.728283,37.319597
7/9/2012,7.803019,79.535312,52.924628,33.728283,37.61322
7/6/2012,7.844305,78.497538,52.692465,33.801811,38.073232
7/5/2012,7.902105,79.023552,52.752655,33.931567,38.954102
7/3/2012,7.926877,77.659288,52.761255,34.238662,39.365177
7/2/2012,7.753476,76.766625,52.615077,34.134854,38.88559
6/29/2012,7.91862,75.66278,52.66667,33.819113,39.091126
6/28/2012,8.331478,73.72586,51.841201,33.118422,38.200467
6/27/2012,8.273678,74.43196,51.574642,33.018939,38.073232
6/26/2012,8.265421,74.111953,50.964139,32.473961,37.799181
6/25/2012,8.265421,73.948707,50.998535,32.339876,38.415792
6/22/2012,8.414049,75.416614,51.445664,32.413407,39.825185
6/21/2012,8.480107,74.842665,51.376874,32.296624,39.46305
6/20/2012,8.793878,75.888208,51.927186,32.681571,39.952423
6/19/2012,8.719565,76.104579,53.492138,32.759425,39.932848
6/18/2012,8.537907,75.893391,53.560929,32.863234,39.688162
6/15/2012,8.546164,74.384024,54.068249,32.910808,39.903487
6/14/2012,8.595707,74.047168,54.326208,32.759425,39.414114
6/13/2012,8.504878,74.128794,53.80169,32.305276,39.365177
