Date,Ford Motor Company (F),Apple Inc. (AAPL),The Procter & Gamble Company (PG),The Coca-Cola Company (KO),Canon Inc. (CAJ)
2/9/2010,9.131215,25.418289,49.444568,21.703391,38.866014
2/8/2010,8.983806,25.1501,48.844124,21.156889,38.043867
2/5/2010,8.934669,25.32371,49.076297,21.333698,38.660479
2/4/2010,9.057511,24.881912,49.156358,21.470324,39.051979
2/3/2010,9.532498,25.812149,50.157098,22.048974,39.688162
2/2/2010,9.327762,25.375533,50.357246,22.121305,39.560923
2/1/2010,9.106647,25.229131,49.628707,21.852073,38.513665
1/29/2010,8.877343,24.883208,49.276445,21.799833,38.278768
1/28/2010,9.34414,25.819922,49.380522,21.771704,39.443475
1/27/2010,9.458793,26.93284,48.684008,21.904311,40.020935
1/26/2010,9.163973,26.681494,48.587935,21.75563,40.53967
1/25/2010,9.032942,26.309658,48.539901,21.840016,40.833297
1/22/2010,8.615282,25.620401,48.283712,21.795815,40.2069
1/21/2010,9.155784,26.957455,47.907433,21.848053,40.177535
1/20/2010,9.426035,27.431644,48.395795,22.302133,39.639225
1/19/2010,9.622581,27.860485,49.060284,22.671826,41.371606
1/15/2010,9.49974,26.680198,48.344886,22.619587,40.980106
1/14/2010,9.630771,27.133657,48.949,22.957133,41.391182
1/13/2010,9.565255,27.29172,48.901306,22.916948,41.303094
1/12/2010,9.720854,26.91211,48.400528,22.856673,41.772892
1/11/2010,9.9174,27.221758,47.852058,22.61155,41.224793
1/8/2010,9.573444,27.464034,48.042829,22.16149,41.097559
1/7/2010,9.548876,27.28265,48.106421,22.579403,41.410757
1/6/2010,9.311383,27.333178,48.368732,22.635661,42.595039
1/5/2010,8.975616,27.774976,48.599249,22.643697,42.643976
1/4/2010,8.418735,27.727039,48.583351,22.920968,42.311202
12/31/2009,8.189431,27.302085,48.193859,22.904894,41.420543
12/30/2009,8.181241,27.419983,48.782072,23.178145,41.714166
12/29/2009,8.279514,27.090903,48.949,23.202256,41.782678
12/28/2009,8.353219,27.416096,48.686687,23.081703,42.203539
12/24/2009,8.295894,27.083129,48.710532,23.081703,42.908238
12/23/2009,8.254946,26.183986,48.734381,23.021428,41.038832
12/22/2009,8.107536,25.958552,48.72643,23.013391,40.794146
12/21/2009,7.91918,25.682589,48.72643,22.977225,40.236261
12/18/2009,7.927369,25.319823,48.925152,22.872746,40.471158
12/17/2009,7.689876,24.857295,48.956948,22.896857,40.373285
12/16/2009,7.77177,25.268,49.410032,23.475506,40.960531
12/15/2009,7.689876,25.156578,49.378236,23.732685,41.019257
12/14/2009,7.436003,25.52064,50.085682,23.724648,41.430332
12/11/2009,7.370488,25.221357,49.553111,23.752777,41.283519
12/10/2009,7.411435,25.449382,49.473624,23.539802,41.303094
12/9/2009,7.255835,25.626879,49.473624,23.238422,40.412435
12/8/2009,7.223078,24.599473,49.179514,23.178145,40.402646
12/7/2009,7.296783,24.480277,49.656447,23.254494,40.451586
12/4/2009,7.321351,25.046453,49.75978,23.101796,40.167749
12/3/2009,7.321351,25.45586,49.727987,23.013391,38.826864
12/2/2009,7.378677,25.423471,50.228762,23.29066,37.80897
12/1/2009,7.272215,25.519344,50.006195,23.338882,38.425578
11/30/2009,7.280404,25.900249,49.561059,22.985262,37.407685
11/27/2009,7.149373,25.98835,49.664395,22.977225,36.487661
11/25/2009,7.214889,26.454765,49.974399,23.186182,37.515347
11/24/2009,7.214889,26.487155,49.918757,23.218102,36.84001
11/23/2009,7.149373,26.67372,49.863116,23.238053,37.554494
11/20/2009,7.075669,25.901545,49.123873,22.934809,37.22172
11/19/2009,7.149373,25.977985,49.402084,22.695406,36.321276
11/18/2009,7.321351,26.684085,49.608753,22.575705,37.80897
11/17/2009,7.354109,26.818827,49.529266,22.691415,38.083018
11/16/2009,7.132994,26.77089,49.497469,22.639546,37.515347
11/13/2009,6.887311,26.488451,48.972846,22.527823,37.182573
11/12/2009,6.715333,26.169734,48.72643,22.320341,36.761712
11/11/2009,6.821796,26.332979,49.465673,22.396153,37.485982
11/10/2009,6.748091,26.297998,49.171567,22.268471,37.290232
11/9/2009,6.698955,26.101068,49.163616,22.136799,37.456621
11/6/2009,6.346809,25.178603,48.519762,21.741785,37.016185
11/5/2009,6.101126,25.138439,48.066678,21.705874,36.6932
11/4/2009,5.953716,24.721258,46.922042,21.342779,36.732347
11/3/2009,6.092937,24.454365,46.564346,21.195147,36.937887
11/2/2009,6.207589,24.526918,46.858453,21.43455,36.977034
10/30/2009,5.732602,24.421976,46.103312,21.270958,36.859585
10/29/2009,5.978285,25.439017,47.327435,21.582182,37.760034
10/28/2009,5.699844,24.927257,45.49125,21.350758,36.458299
10/27/2009,6.002853,25.571169,45.451506,21.330808,37.309808
10/26/2009,6.117505,26.233218,45.22894,21.239037,38.131955
10/23/2009,6.248536,26.422374,45.817153,21.243028,38.249407
10/22/2009,6.354999,26.585619,46.206647,21.606123,39.179213
10/21/2009,6.371377,26.549344,45.697922,21.574202,38.406006
10/20/2009,6.314051,25.751256,45.856898,21.574202,38.680054
10/19/2009,6.199399,24.598177,45.588683,21.861486,38.396217
10/16/2009,6.076558,24.363674,45.312577,21.949266,37.887268
10/15/2009,6.273104,24.688867,45.154806,21.913355,38.317919
10/14/2009,6.273104,24.783446,45.210027,21.881436,38.249407
10/13/2009,6.240346,24.618905,45.170581,21.865475,37.926419
10/12/2009,6.240346,24.721258,45.359911,21.861486,37.96557
10/9/2009,5.830875,24.677207,45.407244,21.805625,37.671947
10/8/2009,5.880011,24.521737,45.478242,21.781684,37.554494
10/7/2009,5.839064,24.648705,44.926034,21.869466,36.888947
10/6/2009,5.847254,24.61761,44.989142,21.673953,37.172784
10/5/2009,5.773549,24.100667,44.713039,21.46647,37.280447
10/2/2009,5.601571,23.955561,44.76826,21.4944,37.133633
10/1/2009,5.708033,23.43214,44.665706,21.195147,37.681732
9/30/2009,5.90458,24.013862,45.691234,21.42657,39.140066
9/29/2009,6.101126,24.017749,45.683346,21.270958,39.189003
9/28/2009,6.133884,24.117511,45.880563,21.199137,39.668586
9/25/2009,5.970095,23.627775,45.762232,21.135297,39.257514
9/24/2009,6.002853,23.815637,45.628126,20.883923,39.639225
9/23/2009,6.027421,24.033297,45.162694,20.979685,39.286876
9/22/2009,5.740791,23.901146,45.154806,21.087415,39.629439
9/21/2009,5.593381,23.841549,45.044362,21.147266,39.228153
9/18/2009,5.683465,23.971108,45.217914,21.45051,39.629439
9/17/2009,5.667086,23.910216,43.80584,21.314848,39.296665
9/16/2009,5.855443,23.562995,43.632291,21.015594,40.2069
9/15/2009,5.89639,22.693651,43.411406,20.927814,38.68984
9/14/2009,6.051989,22.507085,43.6244,20.812102,37.760034
9/11/2009,6.002853,22.304973,43.892616,20.552748,38.220042
9/10/2009,6.092937,22.356796,44.208164,20.018083,38.337491
9/9/2009,6.051989,22.172822,42.409543,20.037871,37.593645
9/8/2009,5.978285,22.404734,42.756647,19.950801,37.848117
9/4/2009,6.084747,22.065287,41.699563,19.768747,37.309808
9/3/2009,6.125694,21.578142,41.707451,19.622312,36.781288
9/2/2009,5.75717,21.400647,41.65223,19.70938,36.820435
9/1/2009,5.929148,21.416194,41.825782,19.206752,37.025974
8/31/2009,6.223967,21.793213,42.685649,19.301737,37.397895
8/28/2009,6.33043,22.031601,41.959888,19.416511,38.631117
8/27/2009,6.281294,21.953867,41.857338,19.566903,38.16132
8/26/2009,6.232157,21.689564,42.093997,19.464003,38.229832
8/25/2009,6.215778,21.947389,42.125553,19.289865,38.513665
8/24/2009,6.068368,21.903337,42.07822,19.416511,38.288554
8/21/2009,6.338619,21.924067,42.267549,19.752916,37.172784
8/20/2009,6.289483,21.54964,41.825782,19.558987,36.800859
8/19/2009,6.264915,21.325502,41.65223,19.535242,35.499129
8/18/2009,6.256725,21.247767,41.376128,19.238414,35.17614
8/17/2009,6.03561,20.676408,41.186798,19.274033,33.541636
8/14/2009,6.412324,21.607942,41.313017,19.183006,34.774855
8/13/2009,6.46965,21.820419,41.257796,19.044486,35.146779
8/12/2009,6.305862,21.41749,41.084247,19.179048,35.058692
8/11/2009,6.395945,21.096182,40.965916,19.408595,34.79443
8/10/2009,6.32224,21.34105,41.155243,19.566903,34.960819
8/7/2009,6.559734,21.443401,41.044802,19.527326,34.872732
8/6/2009,6.60887,21.236106,40.595147,19.547115,34.814005
8/5/2009,6.911879,21.391578,42.527874,19.460045,35.068482
8/4/2009,6.797228,21.448583,43.750619,19.59065,35.538279
8/3/2009,6.821796,21.562597,43.868951,19.630226,36.017863
7/31/2009,6.551545,21.168735,43.790062,19.725212,36.233188
7/30/2009,6.051989,21.090999,44.358048,19.65793,35.557855
7/29/2009,5.830875,20.733416,44.271272,19.50358,35.136993
7/28/2009,5.847254,20.729529,43.947836,19.547115,35.283803
7/27/2009,5.953716,20.742485,44.003057,19.598565,34.774855
7/24/2009,5.552434,20.728233,44.05039,19.535242,34.393144
7/23/2009,5.716223,20.447088,43.513959,19.464003,33.316525
7/22/2009,5.224857,20.307163,43.285187,19.444215,32.925025
7/21/2009,5.077447,19.629567,43.427186,19.927054,33.199073
7/20/2009,5.069258,19.810951,43.481968,20.196178,32.915239
7/17/2009,5.02831,19.660662,43.763706,19.915181,32.425866
7/16/2009,5.020121,19.112625,43.208052,20.101194,32.699914
7/15/2009,4.954606,19.029706,42.769791,19.998293,32.337778
7/14/2009,4.782628,18.432437,41.90109,19.507538,31.867981
7/13/2009,4.659786,18.441507,41.462826,19.412552,31.515631
7/10/2009,4.684354,17.94659,40.868041,19.119683,30.967532
7/9/2009,4.61065,17.66674,41.016737,19.27799,31.055619
7/8/2009,4.381345,17.778162,41.196737,19.198836,31.026258
7/7/2009,4.528755,17.542363,40.62543,19.250287,30.879445
7/6/2009,4.708923,17.958249,40.828908,19.392764,31.623294
7/2/2009,4.823575,18.140928,39.999341,19.345272,30.615185
7/1/2009,4.839953,18.50499,40.695866,19.464003,31.858191
6/30/2009,4.970985,18.453167,39.991513,18.993036,31.838616
6/29/2009,4.733491,18.39357,40.875866,19.111767,32.719489
6/26/2009,4.594271,18.454463,40.500212,19.048444,33.179501
6/25/2009,4.651597,18.120198,40.44543,18.937627,33.659084
6/24/2009,4.61065,17.648601,39.561076,18.799108,32.973961
6/23/2009,4.528755,17.362275,39.561076,18.917839,32.02458
6/22/2009,4.405914,17.797596,39.568904,18.993036,31.887556
6/19/2009,4.684354,18.070966,39.631512,19.317568,32.895664
6/18/2009,4.651597,17.604552,40.046296,19.610438,31.672231
6/17/2009,4.676165,17.565685,39.138465,18.96929,32.288842
6/16/2009,4.643407,17.665444,39.2089,18.929713,32.357354
6/15/2009,4.856332,17.63176,40.171516,19.040529,32.504164
6/12/2009,5.003742,17.745771,41.126302,19.349229,33.786323
6/11/2009,4.89728,18.131859,40.70369,19.226541,33.87441
6/10/2009,5.069258,18.170728,40.758476,18.996994,33.453549
6/9/2009,5.126584,18.490739,41.016737,19.263839,33.737386
6/8/2009,5.224857,18.637141,41.588044,19.377641,33.248013
6/5/2009,5.208478,18.74338,41.619349,19.401185,32.797787
6/4/2009,5.208478,18.622891,41.752392,19.526759,31.897342
6/3/2009,5.061068,18.261418,42.112396,19.263839,31.691806
6/2/2009,5.249425,18.072262,42.034133,19.487518,32.641187
6/1/2009,5.020121,18.054123,41.76022,19.23637,32.445441
5/29/2009,4.708923,17.595482,40.648908,19.291308,32.465013
5/28/2009,4.553323,17.499608,41.157607,18.404442,32.445441
5/27/2009,4.373156,17.237898,40.52369,18.298489,32.161604
5/26/2009,4.422293,16.943798,42.088915,18.526091,33.355676
5/22/2009,4.307641,15.871045,41.501956,18.561409,32.817362
5/21/2009,4.364967,16.088705,41.494131,18.31811,32.885874
5/20/2009,4.430482,16.30766,42.276744,18.443684,33.923346
5/19/2009,4.61065,16.512366,41.439348,18.302413,33.580787
5/18/2009,4.504187,16.408717,41.102825,18.078734,33.394823
5/15/2009,4.495997,15.86068,39.654989,17.643149,33.414398
5/14/2009,4.225746,15.929346,39.75673,17.619605,32.455227
5/13/2009,4.061958,15.48107,39.881948,17.121233,32.690128
5/12/2009,4.102905,16.1198,39.866295,17.423395,34.089735
5/11/2009,4.979174,16.787031,39.420206,16.775904,33.081624
5/8/2009,5.110205,16.737799,40.359342,16.842614,34.099521
5/7/2009,4.962795,16.720956,40.179341,16.795524,32.876088
5/6/2009,5.126584,17.166641,39.788035,16.850463,32.807576
5/5/2009,4.790817,17.193847,38.966292,16.928947,32.17139
5/4/2009,4.815385,17.110931,39.905428,16.940719,32.132243
5/1/2009,4.659786,16.485157,38.739334,16.666027,31.359032
4/30/2009,4.89728,16.302478,38.692376,16.893629,29.567925
4/29/2009,4.46324,16.213081,39.459336,16.760207,29.000252
4/28/2009,4.250315,16.052429,38.888029,16.591466,28.687053
4/27/2009,4.184799,16.159962,39.107163,16.575771,29.303665
4/24/2009,4.094715,16.052429,38.747158,16.791601,29.998574
4/23/2009,3.677054,16.246768,38.598463,16.842614,30.086661
4/22/2009,3.505077,15.742782,38.817594,16.846539,29.548351
4/21/2009,3.111984,15.77517,39.858469,16.909326,29.675587
4/20/2009,3.0219,15.611925,39.361888,17.395926,29.558139
4/17/2009,3.275772,15.990239,40.083484,17.666695,30.272623
4/16/2009,3.406803,15.735008,39.129115,17.698087,30.213899
4/15/2009,3.30853,15.241385,37.825587,17.670618,30.331347
4/14/2009,3.521455,15.32819,36.661723,17.348835,30.292199
4/13/2009,3.488698,15.575649,37.274692,17.552893,31.261157
4/9/2009,3.472318,15.491435,38.166986,17.654923,30.869659
4/8/2009,3.234825,15.070368,37.608334,17.654923,29.176427
4/7/2009,2.858111,14.899349,37.771274,17.509727,29.6658
4/6/2009,3.087415,15.346329,38.523907,17.654923,30.037724
4/3/2009,2.661565,15.027612,38.508388,17.647074,30.223685
4/2/2009,2.383124,14.602657,38.345445,17.792269,30.292199
4/1/2009,2.243904,14.081827,37.406595,17.603908,29.313452
3/31/2009,2.15382,13.6193,36.537578,17.246807,28.413006
3/30/2009,2.260283,13.537678,36.684999,17.235033,28.491305
3/27/2009,2.325798,13.843438,37.685923,17.698087,29.607075
3/26/2009,2.407693,14.234708,37.833345,17.599983,30.008361
3/25/2009,2.268472,13.796797,37.290211,17.560741,28.882803
3/24/2009,2.342177,13.798092,36.522059,17.274276,28.354279
3/23/2009,2.374935,13.948381,37.04192,17.321366,28.882803
3/20/2009,2.252093,13.161955,35.373713,16.732737,26.465301
3/19/2009,2.055547,13.165842,35.932369,16.552225,27.463621
3/18/2009,2.022789,13.152886,37.259174,16.344244,26.925311
3/17/2009,1.86719,12.911905,37.228137,16.26576,27.032973
3/16/2009,1.71978,12.362572,37.103991,16.195124,26.093376
3/13/2009,1.793485,12.428648,36.428951,16.175503,25.134205
3/12/2009,1.71978,12.483063,35.521135,16.026384,23.773748
3/11/2009,1.605128,12.007579,34.97024,15.528012,22.99075
3/10/2009,1.515045,11.482863,35.04783,15.206228,22.129454
3/9/2009,1.424961,10.767694,34.279681,15.047021,21.062621
3/6/2009,1.392203,11.05143,35.466822,15.182929,21.581355
3/5/2009,1.482287,11.51007,35.226292,14.697541,21.483482
3/4/2009,1.531424,11.811944,36.708279,15.427565,23.372461
3/3/2009,1.482287,11.449178,36.18066,15.078087,22.736276
3/2/2009,1.539613,11.393466,36.366877,15.412032,23.372461
2/27/2009,1.637886,11.570964,37.375558,15.862472,24.57632
2/26/2009,1.621507,11.555416,37.996288,15.947901,24.057584
2/25/2009,1.646076,11.810648,38.7334,16.452704,24.938455
2/24/2009,1.637886,11.69275,38.617015,16.720639,24.615469
2/23/2009,1.416772,11.265203,37.941975,16.343977,23.558423
2/20/2009,1.29393,11.815831,38.989452,16.63521,23.597574
2/19/2009,1.334877,11.743277,39.672253,16.813832,23.891197
2/18/2009,1.367635,12.226534,39.532589,16.57308,24.439294
2/17/2009,1.384014,12.247264,38.880825,16.542015,24.282695
2/13/2009,1.44134,12.847125,39.641216,17.027403,25.956352
2/12/2009,1.465908,12.861377,39.788637,17.237091,26.210826
2/11/2009,1.515045,12.543956,39.695529,16.025563,27.111273
2/10/2009,1.490476,12.674811,39.920544,15.792576,27.101485
2/9/2009,1.555992,13.28115,41.076647,16.429406,28.119381
2/6/2009,1.58875,12.919678,41.899112,16.91091,28.109593
2/5/2009,1.58056,12.497314,41.371493,16.576963,27.013398
2/4/2009,1.596939,12.120296,40.750766,16.464354,27.228722
2/3/2009,1.605128,12.046447,41.82928,16.821599,26.876372
2/2/2009,1.539613,11.855994,41.161998,16.402225,25.69209
1/30/2009,1.531424,11.677202,42.287067,16.588613,26.386999
1/29/2009,1.596939,12.049038,45.173451,16.91091,27.747458
1/28/2009,1.662454,12.20451,45.142414,17.031287,28.579393
1/27/2009,1.613318,11.754938,43.994068,16.825483,28.227043
1/26/2009,1.58875,11.613718,43.738017,16.708988,27.395109
1/23/2009,1.474098,11.447882,43.450931,16.386692,28.060656
1/22/2009,1.58875,11.447882,44.195803,16.743936,28.628329
1/21/2009,1.711591,10.731418,44.669109,16.80995,30.213899
1/20/2009,1.744349,10.131557,44.25012,16.650743,28.951315
1/16/2009,1.793485,10.666638,44.481271,17.02352,30.380286
1/15/2009,1.826243,10.802675,44.273234,16.837132,30.487947
1/14/2009,1.850811,11.055316,44.581438,16.549781,30.43901
1/13/2009,2.030979,11.363668,45.821952,17.093416,31.554782
1/12/2009,2.16201,11.48675,46.184087,16.980806,32.866302
1/9/2009,2.15382,11.735504,46.122448,17.318635,33.071838
1/8/2009,2.202957,12.01017,46.546226,17.567155,34.109307
1/7/2009,2.202957,11.791215,47.062466,17.446778,33.913561
1/6/2009,2.260283,12.051629,47.902314,17.36135,31.926703
1/5/2009,2.112873,12.253743,48.041005,17.644816,30.32156
1/2/2009,2.0146,11.757529,48.387733,17.82344,31.036044
12/31/2008,1.87538,11.057907,47.632638,17.578804,30.732633
12/30/2008,1.87538,11.179694,47.093284,17.446778,30.390072
12/29/2008,1.818054,11.221153,46.38442,17.244857,29.068766
12/26/2008,1.87538,11.117505,46.638685,17.31087,29.244938
12/24/2008,1.72797,11.017744,46.530815,17.12448,29.362389
12/23/2008,1.793485,11.191354,46.099334,17.074001,29.274302
12/22/2008,2.121063,11.108436,46.58475,17.341935,29.763675
12/19/2008,2.415882,11.660359,46.36901,17.252623,29.362389
12/18/2008,2.325798,11.58651,46.469176,17.543856,29.196002
12/17/2008,2.571481,11.551529,46.769673,17.660349,30.634758
12/16/2008,2.563292,12.363868,47.478536,18.040893,30.644546
12/15/2008,2.604239,12.275767,45.737196,17.462311,28.970891
12/12/2008,2.489587,12.731817,45.413582,17.306987,28.873016
12/11/2008,2.374935,12.308157,45.136202,17.171079,28.285768
12/10/2008,2.661565,12.724043,45.552273,17.594337,29.186214
12/9/2008,2.645186,12.963729,46.068513,17.407948,28.266192
12/8/2008,2.768028,12.919678,48.148878,17.854504,28.85344
12/5/2008,2.227525,12.178598,48.256748,17.854504,27.463621
12/4/2008,2.178389,11.843039,47.19345,17.376883,26.778499
12/3/2008,2.333988,12.424761,48.449375,17.916633,28.491305
12/2/2008,2.211146,11.980372,47.339845,17.058468,28.647905
12/1/2008,2.088305,11.521731,46.607867,17.213793,27.091698
11/28/2008,2.202957,12.006283,49.582015,18.2001,29.12749
11/26/2008,1.760728,12.308157,48.665115,17.621518,29.930062
11/25/2008,1.359445,11.764007,48.680526,17.353584,29.5092
11/24/2008,1.277551,12.04256,49.836284,17.41519,29.538563
11/21/2008,1.171089,10.699028,48.61118,16.941595,27.786607
11/20/2008,1.138331,10.428248,45.714081,15.813439,25.672515
11/19/2008,1.031868,11.179694,47.979366,16.275483,26.866587
11/18/2008,1.375824,11.648699,49.504966,16.745228,28.559817
11/17/2008,1.408582,11.419379,48.164286,16.930045,29.068766
11/14/2008,1.474098,11.691454,48.626591,17.334333,29.019827
11/13/2008,1.555992,12.494723,50.121373,17.819478,30.703272
11/12/2008,1.506855,11.675907,47.655752,16.87614,29.029615
11/11/2008,1.474098,12.278359,49.173649,17.111011,30.350923
11/10/2008,1.58056,12.42217,50.044317,17.673165,33.570997
11/7/2008,1.654265,12.72793,49.689886,17.807927,33.150136
11/6/2008,1.621507,12.839351,48.81151,17.130264,31.496056
11/5/2008,1.711591,13.383502,49.165945,17.222672,36.184252
11/4/2008,1.768917,14.379814,50.907286,17.723219,36.017863
11/3/2008,1.744349,13.857689,49.620543,17.499898,34.031009
10/31/2008,1.793485,13.939312,49.728413,16.964698,33.541636
10/30/2008,1.86719,14.386292,48.603476,17.195719,29.812611
10/29/2008,1.768917,13.545451,46.99312,16.883839,27.659371
10/28/2008,1.760728,12.944294,48.71905,17.422891,27.825757
10/27/2008,1.662454,11.931139,44.203889,15.790336,23.529062
10/24/2008,1.646076,12.48695,45.359647,16.021359,26.837223
10/23/2008,1.637886,12.726635,46.669506,16.579662,29.988786
10/22/2008,1.71978,12.550434,45.274891,17.472946,30.536885
10/21/2008,1.777107,11.853403,48.202811,17.723219,32.200755
10/20/2008,1.908137,12.753842,48.930141,17.888784,32.298628
10/17/2008,1.990032,12.6191,47.268769,17.018603,30.478159
10/16/2008,1.859001,13.200823,47.291736,17.62696,30.380286
10/15/2008,1.883569,12.690358,45.798796,17.022453,29.538563
10/14/2008,2.006411,13.484558,49.075606,16.837635,33.933132
10/13/2008,1.957274,14.285236,48.455464,18.196813,33.267588
10/10/2008,1.629697,12.541364,45.599739,15.979005,29.851762
10/9/2008,1.703402,11.497115,46.610344,16.67207,30.24326
10/8/2008,2.178389,11.633152,50.606826,18.254569,31.006683
10/7/2008,2.391314,11.551529,50.721669,18.982287,32.102878
10/6/2008,3.0219,12.714975,52.505542,19.606046,33.629723
10/3/2008,3.31672,12.576345,54.373627,20.241356,34.921668
10/2/2008,3.562402,12.968911,54.695187,20.637943,36.448514
10/1/2008,3.726191,14.137538,54.565029,20.853564,37.202145
9/30/2008,4.258504,14.725738,53.35537,20.360718,36.947673
9/29/2008,3.414993,13.637438,51.104474,19.6484,36.027652
9/26/2008,3.939116,16.614717,52.704596,20.206703,38.768141
9/25/2008,4.078337,17.092792,52.45195,19.813966,39.257514
9/24/2008,4.119284,16.675609,52.628037,19.324969,38.484304
9/23/2008,3.980063,16.433334,51.510247,19.513638,38.171106
9/22/2008,4.053768,16.978779,52.092112,19.783163,38.68984
9/19/2008,4.332209,18.256236,53.868327,20.299112,40.148173
9/18/2008,4.32402,17.37264,54.595654,20.557086,37.41747
9/17/2008,4.045579,16.561598,54.312382,20.276009,35.440402
9/16/2008,4.152042,18.12279,55.123927,21.119238,36.233188
9/15/2008,3.88179,18.184978,55.231112,21.080735,37.652371
9/12/2008,4.02101,19.2966,56.00438,20.984476,39.198788
9/11/2008,3.832653,19.777265,55.950787,20.849714,39.893697
9/10/2008,3.660675,19.642523,55.422515,20.572487,40.471158
9/9/2008,3.60335,19.651593,55.03971,20.599249,41.224793
9/8/2008,3.726191,20.460044,55.407205,20.40809,42.409079
9/5/2008,3.611539,20.752848,54.189882,19.85373,42.164392
9/4/2008,3.59516,20.887591,53.929577,19.76962,42.223115
9/3/2008,3.74257,21.631263,54.679872,19.750504,43.16271
9/2/2008,3.693433,21.531502,53.952545,19.865199,42.506952
8/29/2008,3.652486,21.96423,53.416614,19.907254,43.789111
8/28/2008,3.627918,22.509676,54.365975,20.308687,43.299738
8/27/2008,3.488698,22.630168,53.638642,20.56484,43.701024
8/26/2008,3.562402,22.49672,53.470206,20.461614,45.384465
8/25/2008,3.611539,22.3555,53.692234,20.48073,44.914667
8/22/2008,3.660675,22.904833,54.82534,20.786583,45.159353
8/21/2008,3.619728,22.580934,53.516147,20.45779,45.041905
8/20/2008,3.775328,22.781752,53.822392,20.778937,44.983179
8/19/2008,3.865411,22.48247,54.143947,20.771292,45.120203
8/18/2008,4.004632,22.723449,54.565029,20.771292,46.803648
8/15/2008,4.184799,22.768796,54.817682,21.050383,46.607898
8/14/2008,4.17661,23.232619,53.370679,21.03509,46.1381
8/13/2008,3.996442,23.230028,53.286462,21.10773,46.461088
8/12/2008,4.250315,22.897059,53.853012,20.947157,47.351747
8/11/2008,4.225746,22.486355,53.156309,21.161254,47.371322
8/8/2008,4.307641,21.966821,53.309429,21.184194,46.1381
8/7/2008,3.980063,21.192056,51.663372,20.648949,45.081056
8/6/2008,4.045579,21.272383,51.885394,21.165078,45.805326
8/5/2008,4.16842,20.812447,52.038519,20.993035,44.777643
8/4/2008,3.939116,19.852409,50.392456,20.606895,43.475909
8/1/2008,3.808085,20.296798,49.726374,20.316333,44.503595
7/31/2008,3.930927,20.593491,50.132152,19.689334,44.660194
7/30/2008,3.963685,20.713981,50.966664,19.616694,45.21808
7/29/2008,4.111094,20.351215,50.178087,19.716096,45.482342
7/28/2008,3.88998,20.003994,48.868894,19.555523,45.423615
7/25/2008,4.135663,21.004194,49.351226,19.903432,46.823223
7/24/2008,4.184799,20.603855,49.389509,19.826968,47.792183
7/23/2008,4.938227,21.540571,49.534971,20.071651,47.664945
7/22/2008,4.782628,20.991238,49.075606,19.631985,47.723668
7/21/2008,4.487808,21.544458,48.723426,18.96293,46.314274
7/18/2008,4.45505,21.39676,48.746394,19.127327,46.382786
7/17/2008,4.495997,22.259626,48.914829,19.245846,46.940671
7/16/2008,4.495997,22.389186,48.914829,20.01048,46.637262
7/15/2008,3.808085,21.978482,48.960762,19.800206,44.846155
7/14/2008,3.816275,22.527815,48.641206,19.482882,45.364889
7/11/2008,3.980063,22.359387,48.275998,19.219084,45.873838
7/10/2008,3.750759,22.884103,48.861854,19.131151,47.126636
7/9/2008,4.053768,22.575751,48.542295,19.45612,47.762818
7/8/2008,4.012821,23.262417,48.435776,19.677864,48.663267
7/7/2008,3.660675,22.693651,47.865138,19.609047,48.301128
7/3/2008,3.619728,22.04067,48.443383,19.681687,48.203255
7/2/2008,3.570592,21.789326,47.69775,19.639632,47.64537
7/1/2008,3.857222,22.631463,47.157546,19.498175,48.986251
6/30/2008,3.939116,21.693451,46.267352,19.872846,50.121597
6/27/2008,4.078337,22.036783,46.02388,19.819321,49.465839
6/26/2008,4.152042,21.799691,47.362976,20.346919,48.917739
6/25/2008,4.291262,22.982569,48.306433,20.683358,50.209684
6/24/2008,4.356777,22.446192,47.827096,20.404266,49.328815
6/23/2008,4.32402,22.434532,47.880355,20.362211,49.69095
6/20/2008,4.758059,22.707903,48.055351,20.515139,48.77093
6/19/2008,5.17572,23.437323,49.379233,20.400444,49.573501
6/18/2008,5.093826,23.15877,49.455317,20.32398,49.358176
6/17/2008,5.405024,23.505989,50.064,20.629833,50.07266
6/16/2008,5.32313,22.911311,50.140084,20.713944,50.444585
6/13/2008,5.134773,22.332181,50.558548,21.188016,49.730101
6/12/2008,4.913658,22.447488,50.566158,21.845602,49.035188
6/11/2008,4.88909,23.425662,50.368336,21.845602,49.1037
6/10/2008,5.011932,24.051435,50.718332,22.032937,49.123275
6/9/2008,5.208478,23.529311,50.269427,21.21634,50.180323
6/6/2008,4.946416,24.051435,49.736834,21.193551,50.894807
6/5/2008,5.241236,24.542465,50.725936,21.72149,52.8523
6/4/2008,5.290372,23.993134,50.558548,21.535383,52.431439
6/3/2008,5.47054,24.016454,49.767268,21.42144,52.627189
6/2/2008,5.437782,24.111032,49.729223,21.649327,53.018685
5/30/2008,5.568813,24.454365,50.254213,21.748077,52.959963
5/29/2008,5.495108,24.187473,49.812918,21.979763,52.088879
5/28/2008,5.552434,24.228931,49.356408,21.816444,50.542458
5/27/2008,5.568813,24.153786,49.508576,22.253229,50.767569
5/23/2008,5.626139,23.472303,49.660744,22.268422,50.924169
5/22/2008,5.863632,22.938518,49.927046,22.131689,51.335244
5/21/2008,6.387756,23.086217,49.58466,21.516393,50.836081
5/20/2008,6.551545,24.08512,50.109649,21.68351,52.421653
