Date,Sirius XM Holdings Inc. (SIRI),Comcast Corporation (CMCSA),McDonald's Corporation (MCD),FedEx Corporation (FDX),"Wal-Mart Stores, Inc. (WMT)"
4/15/2010,1.085042,8.310191,55.354596,91.715939,45.172893
4/14/2010,1.045941,8.341035,55.562692,90.171673,45.5985
4/13/2010,0.938415,8.226472,55.1625,87.015999,45.665264
4/12/2010,0.94819,8.208847,54.85035,87.111915,45.915621
4/9/2010,0.96774,8.151566,54.970409,87.533953,45.957347
4/8/2010,0.957965,8.120722,55.034441,87.015999,46.216051
4/7/2010,0.92864,8.059035,54.18603,86.968038,46.132596
4/6/2010,0.850438,8.266129,54.274072,88.598633,46.341228
4/5/2010,0.840663,8.292566,54.450158,88.684955,46.307849
4/1/2010,0.821113,8.268332,54.089987,88.406795,46.307849
3/31/2010,0.850438,8.25518,53.401656,89.586578,46.399644
3/30/2010,0.821113,8.215723,53.817854,89.030257,46.658349
3/29/2010,0.821113,8.110506,53.68179,88.46435,46.516481
3/26/2010,0.840663,8.040361,53.833865,87.620275,46.324537
3/25/2010,0.850438,8.084202,53.545726,87.227018,46.407992
3/24/2010,0.860213,7.970216,53.465688,86.555594,46.382957
3/23/2010,0.850438,7.93076,53.905896,87.888841,46.641658
3/22/2010,0.840663,7.794854,53.633768,86.018461,46.416335
3/19/2010,0.811338,7.685253,53.249581,87.332528,46.182669
3/18/2010,0.840663,7.746629,53.36964,88.88638,46.683383
3/17/2010,0.869989,7.707173,53.129522,86.133564,46.666693
3/16/2010,0.889539,7.667716,52.881405,85.011328,46.725112
3/15/2010,0.899314,7.685253,52.769352,84.243996,46.24943
3/12/2010,0.889539,7.637028,52.449197,82.661362,44.980953
3/11/2010,0.889539,7.702788,52.193074,82.958703,45.039369
3/10/2010,0.909089,7.685253,51.976973,83.697268,44.75563
3/9/2010,0.889539,7.676484,52.105031,83.304005,44.861616
3/8/2010,0.879764,7.698404,52.121042,83.025845,44.936302
3/5/2010,0.918864,7.641412,50.960481,83.294071,44.928002
3/4/2010,0.909089,7.527426,50.76839,82.728881,44.778629
3/3/2010,0.92864,7.435361,50.928468,82.51813,44.529675
3/2/2010,0.869989,7.365216,51.280636,81.818828,44.471586
3/1/2010,0.869989,7.378368,51.208601,82.202004,44.72884
2/26/2010,0.997066,7.20739,51.10455,81.196157,44.869913
2/25/2010,1.045941,7.075868,51.528753,79.682588,44.936302
2/24/2010,1.075267,7.198622,51.792883,79.586794,44.745434
2/23/2010,1.094817,7.075868,51.483364,78.063644,44.49648
2/22/2010,1.065492,7.097789,51.403996,78.897067,44.670751
2/19/2010,1.055717,7.014492,51.380187,78.322296,44.388602
2/18/2010,1.104592,6.896122,51.173846,76.732089,44.372005
2/17/2010,1.026391,6.865434,50.999244,76.57882,44.861616
2/16/2010,0.938415,6.869818,50.800834,76.607558,44.446691
2/12/2010,0.869989,6.725144,50.467504,75.247265,43.898992
2/11/2010,0.860213,6.72076,50.626233,76.186056,44.048365
2/10/2010,0.830888,6.711992,50.197667,74.998195,44.18114
2/9/2010,0.840663,6.747064,50.451631,75.889093,44.189437
2/8/2010,0.821113,6.668151,49.935765,73.465471,43.923886
2/5/2010,0.840663,6.760216,50.292903,73.465471,44.355408
2/4/2010,0.830888,6.804057,50.840513,75.534647,43.957081
2/3/2010,0.840663,7.00134,51.753199,78.66716,45.035883
2/2/2010,0.889539,7.14163,50.816704,78.868329,44.388602
2/1/2010,0.860213,6.988187,50.705595,77.278123,44.380302
1/29/2010,0.821113,6.939963,49.546883,75.05567,44.33881
1/28/2010,0.801563,6.847897,49.86434,75.745398,43.658335
1/27/2010,0.723361,6.948731,50.578613,77.038634,44.313916
1/26/2010,0.694036,6.88297,50.642106,77.364342,44.488183
1/25/2010,0.66471,7.018876,50.070685,77.297286,43.882394
1/22/2010,0.674486,6.948731,50.308776,76.914103,43.932183
1/21/2010,0.684261,7.014492,50.157986,78.16902,43.915586
1/20/2010,0.713586,7.242463,50.007192,80.525585,44.695645
1/19/2010,0.654935,7.3696,50.380204,82.288224,44.836718
1/15/2010,0.654935,7.290687,49.427836,81.531439,44.546272
1/14/2010,0.66471,7.308223,49.721485,82.661825,44.986091
1/13/2010,0.654935,7.352064,49.673865,82.211586,45.649969
1/12/2010,0.66471,7.238079,49.72942,82.939632,45.417613
1/11/2010,0.674486,7.3696,49.459583,83.58146,44.986091
1/8/2010,0.654935,7.417825,49.078636,81.416482,44.255827
1/7/2010,0.654935,7.439745,49.126256,79.4431,44.479883
1/6/2010,0.674486,7.286303,48.769117,80.314834,44.454989
1/5/2010,0.674486,7.338912,49.443709,80.985406,44.55457
1/4/2010,0.635385,7.439745,49.824656,79.941233,45.002689
12/31/2009,0.586509,7.349872,49.554818,79.941233,44.355408
12/30/2009,0.566959,7.441418,49.911956,81.588914,45.060778
12/29/2009,0.576734,7.445778,50.467504,81.57934,44.903108
12/28/2009,0.586509,7.441418,50.483378,79.529312,44.795226
12/24/2009,0.576734,7.485012,50.332584,79.098236,44.479883
12/23/2009,0.566959,7.458856,50.284968,80.238203,44.247526
12/22/2009,0.557184,7.49809,49.975449,79.989133,44.264124
12/21/2009,0.557184,7.572199,49.72942,81.157838,44.313916
12/18/2009,0.586509,7.515527,49.340535,81.378163,43.857497
12/17/2009,0.586509,7.458856,49.142126,80.918349,43.78281
12/16/2009,0.60606,7.63323,49.538945,86.167932,44.247526
12/15/2009,0.60606,7.659386,49.205618,87.51865,44.795226
12/14/2009,0.596284,7.659386,49.316727,86.752284,44.869913
12/11/2009,0.596284,7.689901,48.935781,84.24245,45.351227
12/10/2009,0.596284,7.663745,48.451661,84.338244,45.384418
12/9/2009,0.60606,7.646308,48.094522,85.152504,44.869913
12/8/2009,0.615835,7.56784,48.102461,85.994458,44.925512
12/7/2009,0.615835,7.528606,49.150064,83.736481,45.354869
12/4/2009,0.615835,7.031639,48.880226,84.12876,44.785147
12/3/2009,0.615835,6.935733,49.18181,82.224791,44.950282
12/2/2009,0.62561,6.512876,49.602438,83.33464,45.057622
12/1/2009,0.62561,6.521595,50.427823,82.16738,45.206245
11/30/2009,0.615835,6.390814,50.197667,80.799199,45.041108
11/27/2009,0.615835,6.48672,50.475439,79.077018,45.107164
11/25/2009,0.615835,6.569547,50.713531,79.89027,45.379638
11/24/2009,0.615835,6.591344,50.532555,78.254195,45.288813
11/23/2009,0.615835,6.578266,50.351576,79.038746,45.148448
11/20/2009,0.615835,6.543391,50.335839,78.244625,44.818172
11/19/2009,0.615835,6.556469,49.895192,78.914368,45.032852
11/18/2009,0.62561,6.595704,50.343706,80.091191,44.710836
11/17/2009,0.635385,6.761359,50.021091,81.574187,44.306249
11/16/2009,0.64516,6.909577,50.776482,81.134074,43.893406
11/13/2009,0.654935,6.726484,50.028961,78.426414,43.926434
11/12/2009,0.64516,6.682891,48.919477,77.268723,43.959463
11/11/2009,0.615835,6.582626,49.438812,78.933501,43.736527
11/10/2009,0.60606,6.473642,49.006033,78.579493,43.191575
11/9/2009,0.615835,6.604422,49.289305,77.708837,42.935612
11/6/2009,0.615835,6.360299,48.565389,73.786082,42.316348
11/5/2009,0.62561,6.190284,48.37654,71.757728,42.341118
11/4/2009,0.596284,6.129253,47.44017,69.767645,41.598003
11/3/2009,0.586509,6.325424,46.613961,71.595079,41.201675
11/2/2009,0.576734,6.325424,46.551011,69.719811,41.515433
10/30/2009,0.576734,6.321064,46.118235,69.547592,41.020023
10/29/2009,0.566959,6.543391,46.535273,71.709886,41.614517
10/28/2009,0.557184,6.386454,46.14184,70.360845,41.201675
10/27/2009,0.576734,6.412611,46.44085,71.547237,41.176902
10/26/2009,0.576734,6.469282,46.582486,73.53732,41.152133
10/23/2009,0.576734,6.565188,46.763465,73.766943,41.647542
10/22/2009,0.596284,6.765719,46.818545,75.546535,41.680571
10/21/2009,0.596284,6.586985,45.897913,76.168437,41.804425
10/20/2009,0.615835,6.695969,46.362161,78.14895,42.687907
10/19/2009,0.60606,6.730843,46.645434,76.532007,42.844786
10/16/2009,0.576734,6.652375,46.252001,76.589418,42.291579
10/15/2009,0.566959,6.656735,45.79562,77.421803,42.068644
10/14/2009,0.566959,6.695969,45.244813,76.81904,41.441121
10/13/2009,0.547409,6.695969,44.890722,74.809826,41.564975
10/12/2009,0.547409,6.661094,44.599583,74.264467,40.962226
10/9/2009,0.537633,6.778797,44.61532,74.13052,41.259473
10/8/2009,0.547409,6.82239,44.749086,74.790686,41.069566
10/7/2009,0.537633,6.770078,44.96154,72.915418,40.863144
10/6/2009,0.566959,6.739562,45.1976,71.834271,40.854886
10/5/2009,0.586509,6.68725,44.544502,72.188271,40.5081
10/2/2009,0.586509,6.614013,44.623188,70.399117,40.524614
10/1/2009,0.586509,6.800629,44.646796,70.494792,40.458557
9/30/2009,0.62561,7.325757,44.90646,71.968218,40.532869
9/29/2009,0.60606,7.542752,44.985145,71.796,40.648465
9/28/2009,0.586509,7.395196,44.985145,72.59012,40.8714
9/25/2009,0.615835,7.243299,44.812037,70.207758,40.84663
9/24/2009,0.62561,7.256319,44.158936,72.130867,41.862222
9/23/2009,0.66471,7.308398,43.702555,72.025622,41.614517
9/22/2009,0.66471,7.468974,43.91501,72.867584,42.101672
9/21/2009,0.64516,7.490674,44.174674,72.322218,42.035615
9/18/2009,0.66471,7.503694,44.85138,72.877147,41.375068
9/17/2009,0.674486,7.399535,44.426471,73.154611,41.251214
9/16/2009,0.684261,7.61653,44.434341,74.819388,41.31727
9/15/2009,0.654935,7.560112,43.261909,76.091893,41.226445
9/14/2009,0.635385,7.568792,42.671759,75.469992,41.598003
9/11/2009,0.64516,7.468974,42.797658,73.977433,41.878736
9/10/2009,0.66471,7.442934,43.159616,69.51889,42.134697
9/9/2009,0.674486,7.312738,43.348465,68.92569,42.200753
9/8/2009,0.64516,7.147821,44.237625,67.863675,42.440202
9/4/2009,0.635385,7.087063,44.174674,67.691459,42.671393
9/3/2009,0.60606,6.718171,43.72616,66.621537,42.720935
9/2/2009,0.596284,6.692131,43.568787,65.446542,42.043871
9/1/2009,0.64516,6.574954,43.781241,65.952841,42.085158
8/31/2009,0.654935,6.648732,44.253362,65.637595,42.002587
8/28/2009,0.674486,6.817989,44.119594,66.736174,42.217267
8/27/2009,0.674486,6.74855,44.583844,65.465644,42.308093
8/26/2009,0.64516,6.570614,44.459047,64.730078,42.770474
8/25/2009,0.684261,6.600993,44.030057,65.20772,42.663134
8/24/2009,0.713586,6.553255,43.608865,64.806495,42.564053
8/21/2009,0.684261,6.540235,43.88966,64.83516,42.407174
8/20/2009,0.66471,6.31456,43.788261,63.144302,42.696163
8/19/2009,0.586509,6.340599,43.406071,62.714427,42.663134
8/18/2009,0.557184,6.223422,43.101875,62.829057,42.407174
8/17/2009,0.527858,6.3189,42.509089,61.023573,42.580567
8/14/2009,0.557184,6.427397,43.109676,63.05833,42.762219
8/13/2009,0.527858,6.488156,43.507467,63.918088,42.836531
8/12/2009,0.498533,6.444757,43.881858,63.411781,41.70534
8/11/2009,0.488758,6.405698,43.694664,63.020118,41.091859
8/10/2009,0.518083,6.509855,43.88966,64.118697,40.829082
8/7/2009,0.478983,6.492496,43.055078,64.825605,40.475974
8/6/2009,0.518083,6.531555,42.774283,63.402233,40.221407
8/5/2009,0.527858,6.535895,42.969279,64.367065,40.402068
8/4/2009,0.527858,6.683451,42.906879,65.379672,40.935833
8/3/2009,0.469207,6.566274,43.000479,65.857314,40.927623
7/31/2009,0.439882,6.449097,42.945881,64.806495,40.96047
7/30/2009,0.410556,6.518535,43.359271,64.367065,41.042587
7/29/2009,0.420332,6.331919,43.998857,62.809954,40.541667
7/28/2009,0.420332,6.462117,44.045657,62.676215,40.172135
7/27/2009,0.410556,6.462117,43.655665,63.61239,40.213197
7/24/2009,0.400781,6.29286,43.741464,62.074388,40.188559
7/23/2009,0.410556,6.28852,43.749262,61.367473,40.040746
7/22/2009,0.381231,6.140963,45.878616,59.03658,40.37743
7/21/2009,0.361681,6.210402,45.730421,57.766053,40.122866
7/20/2009,0.391006,6.29286,45.457425,58.931498,40.090018
7/17/2009,0.381231,6.140963,45.114233,57.766053,39.81903
7/16/2009,0.400781,6.145303,44.630644,59.027029,39.835451
7/15/2009,0.391006,6.119264,44.521447,54.795118,39.868299
7/14/2009,0.371456,5.884909,44.817839,53.056501,39.523405
7/13/2009,0.371456,5.86755,44.669643,53.304873,39.277052
7/10/2009,0.361681,5.754712,44.498046,52.426013,39.063543
7/9/2009,0.381231,5.811131,44.279651,51.518492,39.482347
7/8/2009,0.391006,5.85887,44.490247,50.97398,39.720487
7/7/2009,0.410556,5.772072,44.30305,51.891052,39.285262
7/6/2009,0.430107,6.032466,45.231232,53.534143,39.194932
7/2/2009,0.439882,5.998615,44.81004,51.891052,39.244204
7/1/2009,0.449657,6.249097,45.410628,53.667882,39.720487
6/30/2009,0.420332,6.244778,44.84124,53.132922,39.777969
6/29/2009,0.410556,6.201591,44.638443,53.142476,40.040746
6/26/2009,0.351906,6.14113,44.459047,52.932313,39.933995
6/25/2009,0.449657,6.201591,44.817839,53.772964,40.361009
6/24/2009,0.391006,5.972702,43.913058,50.524995,39.835451
6/23/2009,0.361681,5.955428,44.27185,48.480687,39.704063
6/22/2009,0.34213,5.882011,44.615044,47.811987,39.901147
6/19/2009,0.332355,5.989977,45.371626,49.149387,39.55625
6/18/2009,0.332355,5.989977,45.363828,49.636581,39.975054
6/17/2009,0.391006,5.985658,44.74764,48.432924,39.876513
6/16/2009,0.312805,5.843143,44.513646,49.120726,39.621946
6/15/2009,0.32258,5.968384,45.067433,49.579262,39.794393
6/12/2009,0.34213,6.197273,45.519825,51.848032,40.927623
6/11/2009,0.332355,6.266371,44.981634,53.535309,40.500608
6/10/2009,0.332355,6.171361,45.519825,54.574367,41.108283
6/9/2009,0.34213,6.218866,46.081414,54.393248,41.559932
6/8/2009,0.34213,6.197273,45.800619,53.821288,41.724168
6/5/2009,0.332355,6.093625,46.697598,54.440911,41.937674
6/4/2009,0.34213,6.249097,46.986194,54.336051,41.773437
6/3/2009,0.32258,6.128174,47.181192,53.668766,41.781651
6/2/2009,0.332355,6.244778,46.709302,54.955674,41.001529
6/1/2009,0.34213,6.01157,46.299298,55.174925,41.543508
5/29/2009,0.34213,5.946791,45.634014,52.839427,40.845506
5/28/2009,0.312805,6.128174,44.968727,51.07589,40.689479
5/27/2009,0.34213,6.175679,44.728913,50.866171,40.500608
5/26/2009,0.34213,6.339788,45.517974,52.763164,41.059011
5/22/2009,0.34213,6.14113,44.156459,50.370473,40.443126
5/21/2009,0.34213,6.240459,43.081168,50.932899,40.328161
5/20/2009,0.351906,6.421843,43.514379,53.077743,40.188559
5/19/2009,0.361681,6.477985,41.673236,52.086348,40.533456
5/18/2009,0.332355,6.547084,41.928522,51.533456,40.993315
5/15/2009,0.34213,6.227503,41.356065,50.503929,39.539829
5/14/2009,0.351906,6.417524,41.44116,50.913833,40.319948
5/13/2009,0.361681,6.460711,41.379275,50.246548,41.083646
5/12/2009,0.391006,6.564358,41.750597,52.543914,41.573892
5/11/2009,0.391006,6.65505,42.08324,54.498104,41.353363
5/8/2009,0.400781,6.801885,42.485504,57.253041,40.953141
5/7/2009,0.420332,6.775973,41.301914,56.547624,40.748947
5/6/2009,0.518083,6.909851,41.53399,58.825924,40.438571
5/5/2009,0.459432,7.017817,41.123989,57.920323,41.214509
5/4/2009,0.391006,7.190564,40.82229,56.728742,41.524885
5/1/2009,0.381231,7.065323,40.536062,52.553449,40.879631
4/30/2009,0.381231,6.676644,41.224556,53.344656,41.165505
4/29/2009,0.391006,6.581633,42.090975,52.686905,41.206343
4/28/2009,0.381231,6.128174,42.183805,50.818508,39.589127
4/27/2009,0.400781,5.942472,42.152863,50.351407,39.621796
4/24/2009,0.420332,5.998615,42.013617,53.439984,39.099059
4/23/2009,0.400781,5.877692,42.779469,52.467655,39.907669
4/22/2009,0.420332,6.067713,41.967201,50.75178,39.989345
4/21/2009,0.400781,6.162724,43.034754,50.07496,40.699943
4/20/2009,0.478983,6.015889,42.802678,48.69273,40.242547
4/17/2009,0.488758,6.253415,43.390605,50.761311,41.002149
4/16/2009,0.400781,6.374338,42.315316,51.705044,41.475877
4/15/2009,0.371456,6.210229,41.735125,47.701334,41.892435
4/14/2009,0.34213,5.985658,42.408146,48.301888,41.753581
4/13/2009,0.351906,6.197273,43.406077,48.597401,42.088459
4/9/2009,0.34213,6.313876,43.839285,48.540204,41.377865
4/8/2009,0.32258,6.158405,42.980603,45.728078,42.970578
4/7/2009,0.332355,6.063394,42.856829,44.317248,42.790887
4/6/2009,0.351906,6.201591,43.274565,46.052188,43.640334
4/3/2009,0.34213,6.232686,43.816078,47.682269,43.942541
4/2/2009,0.351906,6.262774,43.591736,46.786202,43.811857
4/1/2009,0.34213,5.983378,42.733055,42.858751,43.142101
3/31/2009,0.34213,5.863023,42.214749,42.41072,42.554021
3/30/2009,0.34213,5.867321,41.711915,42.019881,42.276317
3/27/2009,0.361681,6.249879,42.555127,43.545102,42.937907
3/26/2009,0.381231,6.254178,43.367398,44.784345,43.093093
3/25/2009,0.351906,5.991975,42.555127,41.247736,42.210977
3/24/2009,0.351906,6.013467,41.433426,41.533715,41.720912
3/23/2009,0.32258,6.052153,42.671167,42.458382,42.047621
3/20/2009,0.30303,5.46757,41.154933,39.941765,40.503915
3/19/2009,0.32258,5.609417,42.323051,42.992208,40.797955
3/18/2009,0.361681,5.832934,42.872298,41.038017,41.198173
3/17/2009,0.332355,5.703982,41.495311,40.018025,40.838793
3/16/2009,0.234604,5.403094,39.986812,38.283084,39.858661
3/13/2009,0.195503,5.60082,40.52059,36.224034,40.177203
3/12/2009,0.185728,5.553538,40.358134,36.757863,39.973009
3/11/2009,0.156402,5.317126,39.476243,35.804599,38.764181
3/10/2009,0.146627,5.248351,40.690778,35.356564,39.5295
3/9/2009,0.146627,4.822809,40.474174,32.677891,38.587355
3/6/2009,0.146627,4.999044,40.319456,33.983862,39.724428
3/5/2009,0.127077,5.158085,39.344735,37.062938,40.406672
3/4/2009,0.136852,5.476166,41.116254,40.465128,39.383308
3/3/2009,0.127077,5.373005,40.559269,38.089298,38.481772
3/2/2009,0.136852,5.411691,40.110586,38.298369,39.01782
2/27/2009,0.156402,5.613716,40.420023,41.063834,39.992454
2/26/2009,0.127077,5.734071,40.381344,41.177876,39.18838
2/25/2009,0.136852,6.039258,41.61135,42.118703,39.968086
2/24/2009,0.136852,5.966185,41.971587,44.542048,40.617841
2/23/2009,0.127077,5.454674,41.289434,42.337279,39.700063
2/20/2009,0.127077,5.519151,41.825959,44.627578,40.625965
2/19/2009,0.127077,5.583627,42.393144,45.302313,40.975208
2/18/2009,0.146627,5.312827,43.236254,45.615924,40.60972
2/17/2009,0.156402,5.540643,42.676735,46.756323,39.18026
2/13/2009,0.097752,5.87162,43.542841,49.236689,37.791405
2/12/2009,0.068426,5.9232,43.657809,49.635827,39.090918
2/11/2009,0.058651,5.832934,43.749787,49.930431,39.172136
2/10/2009,0.107527,5.820039,43.903077,49.44576,38.757918
2/9/2009,0.107527,6.194,45.236726,52.895465,40.024939
2/6/2009,0.127077,6.090838,44.807505,52.524836,40.309209
2/5/2009,0.166178,5.944693,44.73086,49.968445,39.440162
2/4/2009,0.136852,6.08654,44.347628,48.704502,37.702063
2/3/2009,0.136852,6.310057,45.129422,50.206028,38.831016
2/2/2009,0.127077,6.318654,44.378287,46.708807,37.823893
1/30/2009,0.117302,6.297161,44.470262,48.409898,38.2706
1/29/2009,0.107527,6.589453,44.562237,51.821589,38.871625
1/28/2009,0.117302,6.860253,45.37469,53.931327,39.578233
1/27/2009,0.107527,6.413219,44.853494,52.809935,39.626966
1/26/2009,0.107527,6.469098,44.761519,51.859603,39.472647
1/23/2009,0.107527,6.443307,44.470262,51.431953,39.269598
1/22/2009,0.107527,6.357339,45.006788,53.532189,39.69194
1/21/2009,0.107527,6.477694,44.991458,54.054871,39.911233
1/20/2009,0.107527,6.026362,43.74212,52.249239,41.06455
1/16/2009,0.107527,6.589453,45.734927,55.670436,41.876745
1/15/2009,0.117302,6.451904,44.439603,55.651428,41.706182
1/14/2009,0.117302,6.365936,43.941403,55.02421,41.876745
1/13/2009,0.127077,6.589453,45.466665,57.466562,42.331572
1/12/2009,0.127077,6.748494,46.110495,57.314509,41.73867
1/9/2009,0.136852,7.019293,46.041513,57.324011,41.892989
1/8/2009,0.127077,7.268601,46.386423,59.006098,41.730549
1/7/2009,0.136852,7.152544,46.938278,59.538285,45.109278
1/6/2009,0.136852,7.40615,47.628094,60.89726,45.499131
1/5/2009,0.127077,7.320182,48.716475,60.773716,45.905228
1/2/2009,0.117302,7.705749,48.862102,61.23938,46.441276
12/31/2008,0.117302,7.230297,47.666417,60.963783,45.53162
12/30/2008,0.117302,7.050396,47.32151,59.129642,44.711301
12/29/2008,0.127077,6.652044,46.279118,57.152951,44.760034
12/26/2008,0.127077,6.682028,46.800314,57.941728,44.954959
12/24/2008,0.117302,6.592078,46.968935,58.160304,45.028057
12/23/2008,0.117302,6.652044,46.486064,57.837191,44.90623
12/22/2008,0.117302,6.720578,47.060912,59.832886,45.474766
12/19/2008,0.117302,6.750562,46.23313,60.431596,45.271718
12/18/2008,0.136852,6.771979,46.976601,59.490766,45.003692
12/17/2008,0.127077,6.998996,48.003663,60.792723,44.825008
12/16/2008,0.146627,7.046113,48.225936,60.241529,44.86562
12/15/2008,0.136852,6.682028,46.516721,57.219474,44.435155
12/12/2008,0.136852,6.703445,46.440075,58.29335,44.370181
12/11/2008,0.146627,6.840512,46.654684,55.698944,44.500132
12/10/2008,0.156402,7.046113,47.260192,57.989244,44.680436
12/9/2008,0.146627,7.028979,45.742593,60.384082,45.133307
12/8/2008,0.146627,7.088946,46.693007,70.610952,46.548524
12/5/2008,0.146627,6.921896,48.072645,69.927895,47.074174
12/4/2008,0.156402,6.759128,46.631691,67.29054,44.567219
12/3/2008,0.166178,6.879062,45.642952,66.484155,43.976872
12/2/2008,0.175953,6.853362,43.726791,63.638087,43.224784
12/1/2008,0.166178,6.617778,43.052301,60.194343,42.868956
11/28/2008,0.195503,7.427331,45.029781,67.024908,45.189915
11/26/2008,0.175953,7.13178,44.378287,65.67777,45.844957
11/25/2008,0.146627,6.724861,43.159608,63.676035,44.21948
11/24/2008,0.156402,6.544961,42.171971,63.021437,42.674871
11/21/2008,0.136852,6.026675,41.898475,57.784671,42.796174
11/20/2008,0.136852,5.696857,40.196705,53.838124,40.968523
11/19/2008,0.156402,5.898175,42.118791,57.471606,41.243479
11/18/2008,0.195503,6.604928,42.93169,61.465587,42.634437
11/17/2008,0.224829,6.50641,42.247945,59.539745,41.898524
11/14/2008,0.254154,6.652044,42.642999,61.067139,42.626348
11/13/2008,0.263929,6.964729,42.734164,63.695006,44.421654
11/12/2008,0.244379,6.412177,41.039993,59.8623,42.553565
11/11/2008,0.244379,6.741995,42.764554,63.087845,44.276088
11/10/2008,0.263929,7.084663,42.908899,62.888621,44.623828
11/7/2008,0.254154,7.457315,42.141585,61.266363,43.984957
11/6/2008,0.254154,7.153197,41.153949,59.331036,43.257133
11/5/2008,0.254154,7.238864,42.544235,60.640225,43.774698
11/4/2008,0.312805,7.611515,43.896533,65.288804,45.392089
11/3/2008,0.30303,7.320247,43.326744,62.6135,45.262698
10/31/2008,0.332355,6.750562,44.010492,62.015829,45.133307
10/30/2008,0.34213,6.467861,43.964907,57.879539,44.276088
10/29/2008,0.371456,6.544961,43.440703,55.099882,44.494436
10/28/2008,0.351906,7.264563,43.015259,55.175775,44.615739
10/27/2008,0.371456,5.833924,39.323027,52.120994,40.167913
10/24/2008,0.283479,5.59834,40.310663,53.895046,41.566959
10/23/2008,0.244379,6.090926,42.225154,56.921364,42.666782
10/22/2008,0.30303,6.082359,41.161547,55.023985,42.270523
10/21/2008,0.351906,6.579227,41.88328,59.236165,43.402695
10/20/2008,0.381231,6.840512,43.182398,60.867915,44.017306
10/17/2008,0.371456,6.523544,40.872854,59.340521,43.483567
10/16/2008,0.381231,6.579227,41.374268,62.841184,44.170957
10/15/2008,0.410556,6.095209,39.163487,61.911472,40.475218
10/14/2008,0.469207,7.127496,42.559429,67.119775,44.025391
10/13/2008,0.498533,7.268847,43.493883,69.918406,44.073914
10/10/2008,0.420332,6.579227,40.53098,64.852408,41.203045
10/9/2008,0.391006,6.986146,39.56614,63.372455,41.55887
10/8/2008,0.449657,7.277414,40.576564,67.328488,44.114348
10/7/2008,0.469207,7.345947,41.761726,70.829154,44.348871
10/6/2008,0.488758,7.769999,43.417912,73.371635,46.823481
10/3/2008,0.566959,7.862948,45.757844,73.997773,48.303392
10/2/2008,0.586509,7.833067,47.01138,73.523429,47.591739
10/1/2008,0.635385,8.259937,48.363678,76.59718,48.246784
9/30/2008,0.557184,8.37946,46.874631,74.984411,48.432783
9/29/2008,0.60606,7.687931,45.704664,75.525164,47.268263
9/26/2008,0.742912,8.836212,48.014208,77.375105,49.095914
9/25/2008,0.840663,8.494716,47.30767,77.678686,48.618783
9/24/2008,0.840663,8.187369,46.669506,78.266876,47.648348
9/23/2008,0.830888,8.221519,46.935407,80.439375,47.227829
9/22/2008,0.869989,8.486178,47.535585,81.283708,47.624088
9/19/2008,0.977515,8.84048,48.606788,85.457943,48.279132
9/18/2008,0.92864,8.725226,48.591593,86.454063,49.71861
9/17/2008,0.918864,8.311161,47.4976,83.551075,48.23061
9/16/2008,0.860213,8.767913,48.842302,87.279425,50.252349
9/15/2008,0.830888,8.904511,48.409262,85.856391,49.839915
9/12/2008,0.92864,9.26735,48.667564,86.178942,50.470697
9/11/2008,0.899314,9.190514,49.047423,85.827931,51.085304
9/10/2008,0.957965,9.015498,48.014208,83.351851,50.155306
9/9/2008,1.114367,8.84048,48.00661,80.401427,49.435567
9/8/2008,1.231669,9.100871,47.421626,80.505783,50.139132
9/5/2008,1.27077,8.797794,45.811024,77.95381,49.120177
9/4/2008,1.231669,8.900243,45.598303,78.446473,48.343826
9/3/2008,1.280545,9.199051,46.889825,80.540273,48.351915
9/2/2008,1.300095,9.032572,47.793889,80.218146,48.238698
8/29/2008,1.300095,9.04111,47.102546,78.465418,47.769653
8/28/2008,1.329421,9.246007,47.778695,79.517056,48.424698
8/27/2008,1.300095,9.083797,46.878431,77.233768,47.947567
8/26/2008,1.280545,9.002691,46.916187,76.627419,47.713045
8/25/2008,1.300095,8.878899,46.878431,76.655847,47.349131
8/22/2008,1.358746,9.26735,47.890301,78.33278,48.06887
8/21/2008,1.358746,9.164902,47.05211,76.996912,47.308697
8/20/2008,1.388072,9.083797,47.142725,77.859069,47.19548
8/19/2008,1.436948,9.173439,47.165378,78.55069,47.066089
8/18/2008,1.368521,9.314306,47.792136,81.402422,47.575568
8/15/2008,1.456498,9.510667,48.048881,83.230945,48.012261
8/14/2008,1.397847,9.391143,48.026225,82.387741,46.985217
8/13/2008,1.348971,9.331381,47.407019,80.36026,46.807306
8/12/2008,1.339196,9.318575,48.282969,83.022511,47.722751
8/11/2008,1.436948,9.314306,49.800777,83.344638,47.166994
8/8/2008,1.29032,9.271619,49.589342,83.524651,46.60318
8/7/2008,1.368521,8.968542,46.712301,78.844388,45.878276
8/6/2008,1.417397,9.066722,46.923737,78.598056,48.938975
8/5/2008,1.388072,9.190514,47.067213,79.573899,48.600689
8/4/2008,1.358746,8.772181,45.723081,74.533619,47.062285
8/1/2008,1.427172,8.686807,45.134081,73.273547,46.51458
7/31/2008,1.564025,8.802063,45.149184,74.694679,47.215319
7/30/2008,1.6129,8.567284,45.647569,75.471571,47.166994
7/29/2008,1.544474,8.187369,45.081222,77.802226,46.272947
7/28/2008,1.837729,8.067845,43.638925,73.936746,45.121157
7/25/2008,2.19941,8.375192,44.288337,75.310504,45.77357
