Date,Sirius XM Holdings Inc. (SIRI),Comcast Corporation (CMCSA),McDonald's Corporation (MCD),FedEx Corporation (FDX),"Wal-Mart Stores, Inc. (WMT)"
4/11/2014,3.145731,22.79892,90.11091,128.825734,70.499417
4/10/2014,3.086001,23.017592,90.237967,129.640529,70.858825
4/9/2014,3.125821,23.668855,89.257809,131.544989,71.854113
4/8/2014,3.056137,23.222002,89.012772,130.474962,72.047639
4/7/2014,3.105911,23.33134,88.041691,130.543672,71.245879
4/4/2014,3.18555,23.85425,88.822187,131.888583,71.245879
4/3/2014,3.265189,24.301101,88.631602,132.821175,71.384114
4/2/2014,3.324918,24.19652,88.568067,132.29106,71.126078
4/1/2014,3.225369,23.735407,88.849413,131.652974,70.748235
3/31/2014,3.18555,23.787698,88.967392,130.131369,70.434908
3/28/2014,3.145731,23.45256,88.250424,129.591442,70.047854
3/27/2014,3.115866,23.23488,87.270273,129.689616,70.167654
3/26/2014,3.145731,23.480952,86.979849,129.699428,70.250598
3/25/2014,3.155685,23.504613,87.043385,131.702061,70.840397
3/24/2014,3.245279,23.802739,87.288421,132.477581,70.739025
3/21/2014,3.334872,23.660775,86.644059,134.283867,70.130791
3/20/2014,3.344827,23.949436,87.669591,133.999187,69.467266
3/19/2014,3.384647,23.603989,87.215815,135.844748,68.545705
3/18/2014,3.374692,23.764883,88.313953,136.031269,68.905113
3/17/2014,3.404557,24.029882,88.577144,135.059402,68.822176
3/14/2014,3.424466,23.963632,88.558996,134.254418,68.45355
3/13/2014,3.354782,23.878453,88.368411,134.175882,69.052566
3/12/2014,3.374692,24.124525,89.584528,135.265546,69.605501
3/11/2014,3.414511,24.238098,89.648056,134.774706,69.043349
3/10/2014,3.454331,24.380062,86.399016,135.334271,68.591786
3/7/2014,3.49415,24.432116,86.671285,134.912141,68.730021
3/6/2014,3.543924,24.65926,86.743891,134.627451,68.564138
3/5/2014,3.533969,24.555152,86.235656,134.254831,68.490891
3/4/2014,3.573789,24.304348,86.19936,134.431333,68.793051
3/3/2014,3.553879,24.13399,85.600372,130.793291,67.868246
2/28/2014,3.593698,24.460508,86.353643,130.744258,68.39932
2/27/2014,3.593698,24.171848,86.290114,130.959993,68.271129
2/26/2014,3.553879,23.982561,86.290109,129.802869,68.472574
2/25/2014,3.563834,24.025151,86.947029,130.263755,67.163189
2/24/2014,3.573789,24.204973,86.83904,132.254385,67.163189
2/21/2014,3.593698,24.15765,86.794043,132.283802,66.952593
2/20/2014,3.583744,24.493633,86.164126,130.410855,67.318849
2/19/2014,3.553879,24.403723,85.984151,128.802661,68.53667
2/18/2014,3.563834,25.331225,86.407092,130.214722,68.976186
2/14/2014,3.543924,25.411672,86.191121,131.322812,69.397386
2/13/2014,3.49415,25.066225,85.903158,130.489306,69.003655
2/12/2014,3.543924,26.140424,85.390223,130.420656,68.637392
2/11/2014,3.553879,26.026852,85.795169,130.567741,68.490891
2/10/2014,3.47424,25.719261,85.363227,127.361169,67.53861
2/7/2014,3.47424,25.856494,86.317105,129.204699,67.529452
2/6/2014,3.434421,25.567832,85.43522,128.302543,66.677894
2/5/2014,3.414511,25.260243,84.211374,127.44942,66.723679
2/4/2014,3.504105,25.326493,83.770424,127.89069,66.595488
2/3/2014,3.533969,24.971582,83.707433,126.9297,66.531393
1/31/2014,3.563834,25.766584,84.742303,130.734457,68.38101
1/30/2014,3.583744,25.643547,84.40935,131.175727,68.445106
1/29/2014,3.573789,25.108815,83.824422,129.292965,67.849929
1/28/2014,3.613608,25.246046,84.751304,131.734665,68.371852
1/27/2014,3.643473,24.839082,84.652316,129.391016,67.895715
1/24/2014,3.623563,24.796492,84.976276,131.970016,68.142938
1/23/2014,3.703202,25.118279,85.777174,137.520252,68.637392
1/22/2014,3.723111,25.430601,85.381222,139.540299,68.994496
1/21/2014,3.693247,25.227118,85.561203,139.393199,69.443165
1/17/2014,3.703202,25.335958,85.426219,137.785005,69.763649
1/16/2014,3.653428,25.335958,86.443088,139.059796,70.285571
1/15/2014,3.673337,25.586761,85.903158,139.785451,71.109661
1/14/2014,3.653428,24.990511,85.687187,139.932536,71.384353
1/13/2014,3.653428,24.68292,85.336232,137.765404,70.953994
1/10/2014,3.683292,25.335958,86.209123,139.863901,71.457607
1/9/2014,3.772886,25.023636,85.903158,138.765611,71.503385
1/8/2014,3.752976,24.962117,85.858168,137.647721,71.26532
1/7/2014,3.842569,24.999975,86.731052,137.912489,71.833021
1/6/2014,3.812705,24.143455,86.254113,136.029726,71.613266
1/3/2014,3.553879,24.167115,86.875037,137.333934,72.016156
1/2/2014,3.484195,24.346937,86.758054,137.059366,72.254228
12/31/2013,3.47424,24.59301,87.315979,140.981792,72.052783
12/30/2013,3.49415,24.545687,87.297984,140.275754,71.997839
12/27/2013,3.504105,24.415553,87.207997,140.648374,71.851338
12/26/2013,3.573789,24.283551,87.144999,140.520905,71.778084
12/24/2013,3.583744,24.175121,86.875037,139.246114,71.430138
12/23/2013,3.504105,24.038407,86.659066,139.432432,71.301947
12/20/2013,3.504105,24.014834,86.848041,139.942351,70.899057
12/19/2013,3.414511,23.939404,85.615194,136.980916,70.725081
12/18/2013,3.454331,23.698974,86.326105,137.010333,71.366043
12/17/2013,3.404557,23.123824,84.931279,136.392546,70.73424
12/16/2013,3.504105,23.213398,85.894157,137.137816,71.182908
12/13/2013,3.51406,23.104966,84.985277,135.225622,71.494234
12/12/2013,3.454331,22.944679,84.679312,133.695878,71.878807
12/11/2013,3.484195,22.939965,85.723183,133.862579,72.419039
12/10/2013,3.583744,23.284112,85.876162,135.804191,72.409887
12/9/2013,3.663382,23.166253,86.13713,136.951492,73.206501
12/6/2013,3.673337,23.22754,87.109009,136.540081,73.19735
12/5/2013,3.673337,23.137968,85.876162,135.394004,72.739523
12/4/2013,3.703202,23.043681,86.128129,135.873991,73.453732
12/3/2013,3.723111,22.991823,86.731052,135.217677,73.929868
12/2/2013,3.752976,23.156824,86.848041,137.343323,73.838834
11/29/2013,3.752976,23.5104,87.621944,135.864186,73.7478
11/27/2013,3.673337,23.46797,87.342975,137.000473,73.67497
11/26/2013,3.663382,23.46797,87.639937,134.992383,73.447382
11/25/2013,3.643473,23.529257,88.282512,134.41445,73.219793
11/22/2013,3.663382,23.345398,87.702409,134.267523,72.655371
11/21/2013,3.623563,22.369531,87.193705,135.550736,71.790537
11/20/2013,3.613608,22.086669,87.050914,131.828427,71.826952
11/19/2013,3.663382,22.374244,87.443601,131.260284,72.145575
11/18/2013,3.743021,22.336531,87.149086,134.336084,72.118265
11/15/2013,3.842569,22.501532,86.497584,135.815205,72.118265
11/14/2013,3.723111,22.482674,87.068761,133.650399,71.990816
11/13/2013,3.723111,22.341244,87.559618,132.523902,71.826952
11/12/2013,3.703202,22.147956,87.158012,131.877408,71.653983
11/11/2013,3.693247,22.322386,86.649302,129.810547,71.927092
11/8/2013,3.643473,22.713677,86.57791,129.859528,70.971217
11/7/2013,3.583744,22.27053,86.747473,127.880824,70.56156
11/6/2013,3.633518,22.539247,87.372202,130.055436,71.153292
11/5/2013,3.703202,22.55339,86.934897,133.444686,70.479625
11/4/2013,3.772886,22.713677,86.845645,132.35738,70.397696
11/1/2013,3.772886,22.935252,86.783173,131.896988,70.161002
10/31/2013,3.752976,22.440245,86.140598,128.321621,69.869689
10/30/2013,3.713157,22.199814,85.703292,130.094612,70.015349
10/29/2013,3.703202,22.492103,85.721145,130.417866,70.151897
10/28/2013,3.713157,22.737249,85.11427,129.820337,70.224727
10/25/2013,3.733066,22.708962,84.587713,129.359946,69.259754
10/24/2013,3.892344,22.515674,84.498468,128.879974,69.569271
10/23/2013,4.041666,22.138527,84.079008,127.165754,69.095889
10/22/2013,4.11135,22.327102,84.891154,127.038407,69.478237
10/21/2013,4.081486,22.199814,84.418142,124.805024,68.413124
10/18/2013,4.031712,22.176243,84.962546,123.854855,68.92292
10/17/2013,3.971983,22.37896,85.203515,122.630412,68.986644
10/16/2013,3.932163,22.147956,84.980399,120.739872,68.82278
10/15/2013,3.882389,21.86981,83.713102,117.624889,67.703049
10/14/2013,3.922208,21.902811,84.534167,113.011189,67.985256
10/11/2013,3.862479,21.714238,84.552013,113.500966,68.112705
10/10/2013,3.892344,21.379519,84.284278,112.707522,68.085396
10/9/2013,3.812705,20.898658,83.24009,110.278231,66.455861
10/8/2013,3.832615,21.035372,83.838046,109.788454,66.364827
10/7/2013,3.942118,21.26166,84.212879,111.365537,65.427163
10/4/2013,3.932163,21.516235,84.516314,112.384274,66.273793
10/3/2013,3.902299,21.219231,84.489541,111.2284,66.601521
10/2/2013,3.962028,21.426663,85.033944,112.923025,67.111317
10/1/2013,3.962028,21.502093,85.792537,112.903437,66.992966
9/30/2013,3.862479,21.271089,85.863936,111.776948,67.3298
9/27/2013,3.902299,21.000016,86.676081,111.443896,67.693943
9/26/2013,3.912254,20.699612,87.631017,111.23819,67.930637
9/25/2013,3.812705,20.300641,87.122313,111.247988,67.957947
9/24/2013,3.812705,20.507167,87.265104,112.374477,68.959335
9/23/2013,3.842569,20.624512,86.818872,112.560595,69.569271
9/20/2013,3.922208,20.840427,86.479738,114.441337,69.032165
9/19/2013,3.942118,20.84512,87.390048,114.441337,69.378097
9/18/2013,3.852524,20.779408,88.086169,113.873194,69.569271
9/17/2013,3.842569,20.863896,87.390048,108.417076,68.413124
9/16/2013,3.812705,20.849813,87.202632,107.32977,68.07629
9/13/2013,3.792795,20.638594,86.881344,105.047407,67.693943
9/12/2013,3.752976,20.413293,86.729627,106.173896,67.284286
9/11/2013,3.852524,20.558799,86.979516,107.995868,67.411735
9/10/2013,3.832615,20.108195,86.470812,108.328913,67.3298
9/9/2013,3.78284,19.85473,86.078125,106.869379,66.920143
9/6/2013,3.733066,19.939219,85.908562,105.948603,66.082612
9/5/2013,3.78284,19.967382,85.373085,106.673475,66.155442
9/4/2013,3.673337,20.211459,84.926853,105.264855,66.373932
9/3/2013,3.623563,20.061258,84.35567,105.255071,66.164548
8/30/2013,3.563834,19.756161,84.212879,105.020303,66.437657
8/29/2013,3.613608,19.920443,84.659111,106.213717,65.936959
8/28/2013,3.563834,19.676366,85.060723,106.135459,65.891439
8/27/2013,3.543924,19.620041,83.962932,106.086545,66.328412
8/26/2013,3.653428,19.451064,84.37903,109.598312,66.48317
8/23/2013,3.683292,19.648204,84.219673,108.277734,66.856419
8/22/2013,3.653428,19.723305,84.511828,108.199476,66.874623
8/21/2013,3.643473,19.634124,84.20197,105.714829,66.956558
8/20/2013,3.653428,20.037788,84.547241,106.829985,66.665245
8/19/2013,3.593698,19.803098,84.529538,106.301752,66.983868
8/16/2013,3.683292,19.967382,84.131144,106.311536,67.466355
8/15/2013,3.673337,20.187989,84.449856,105.685484,67.739464
8/14/2013,3.743021,20.586962,85.087282,106.262623,69.551067
8/13/2013,3.78284,21.051646,85.388284,106.243062,69.969829
8/12/2013,3.812705,21.01879,85.910621,106.663691,70.170108
8/9/2013,3.80275,20.943689,86.424104,105.861562,70.006244
8/8/2013,3.78284,21.093891,86.795933,106.70282,70.324866
8/7/2013,3.772886,21.206542,87.052674,105.626794,70.434111
8/6/2013,3.812705,21.117361,87.371387,106.399571,70.461424
8/5/2013,3.772886,21.417763,87.920275,107.035407,71.275793
8/2/2013,3.82266,21.460007,87.822891,106.771295,71.257698
8/1/2013,3.762931,21.516332,87.645831,107.602769,70.778124
7/31/2013,3.723111,21.159605,86.831346,103.689941,70.524764
7/30/2013,3.683292,20.047176,87.088087,101.303114,70.479519
7/29/2013,3.733066,20.371048,86.645432,101.13682,70.570003
7/26/2013,3.743021,20.525942,86.787078,102.300889,70.579054
7/25/2013,3.762931,20.732469,86.309009,102.58457,70.588104
7/24/2013,3.663382,21.103278,85.574206,103.572554,70.787174
7/23/2013,3.663382,21.187767,85.662735,104.462726,71.076729
7/22/2013,3.663382,21.089198,86.38869,105.401803,70.461424
7/19/2013,3.623563,20.920221,88.770174,105.6757,70.651444
7/18/2013,3.673337,20.812264,88.690499,106.291975,69.981843
7/17/2013,3.613608,20.591655,88.619672,101.987863,69.855163
7/16/2013,3.653428,20.647982,89.310214,101.254208,70.008995
7/15/2013,3.643473,20.723083,89.195126,101.440062,69.701339
7/12/2013,3.703202,20.971853,89.929936,100.060794,70.244253
7/11/2013,3.623563,20.868589,89.230539,102.124811,70.244253
7/10/2013,3.573789,20.141052,88.513439,100.75532,69.466073
7/9/2013,3.583744,20.0284,88.522287,100.902053,69.701339
7/8/2013,3.464286,19.906362,88.424903,96.676199,69.411784
7/5/2013,3.364737,19.573104,88.407199,96.803363,68.054494
7/3/2013,3.454331,19.314946,88.841,95.639294,67.64731
7/2/2013,3.424466,19.127193,88.469171,96.128398,67.602065
7/1/2013,3.364737,19.084949,88.371786,96.734889,67.493479
6/28/2013,3.334872,19.505043,87.645831,96.431647,67.402994
6/27/2013,3.384647,18.827622,88.221285,97.204431,68.09974
6/26/2013,3.314963,18.776231,87.504178,96.226225,67.873525
6/25/2013,3.18555,18.766887,86.335567,95.07194,67.294416
6/24/2013,3.20546,18.584685,86.131949,93.810052,67.140584
6/21/2013,3.135776,18.580014,86.078833,94.357846,66.516236
6/20/2013,3.255234,18.178233,85.689294,93.62419,66.0819
6/19/2013,3.354782,18.785575,87.47762,98.348932,67.37585
6/18/2013,3.384647,18.869669,88.309815,97.312035,68.525025
6/17/2013,3.324918,18.724842,87.415648,96.265354,67.819229
6/14/2013,3.255234,18.565999,87.132349,96.95988,67.746845
6/13/2013,3.275143,18.57067,87.539591,97.409854,67.864475
6/12/2013,3.225369,18.463217,86.972992,95.218668,67.719694
6/11/2013,3.324918,18.762216,86.964144,95.755857,68.09069
6/10/2013,3.384647,19.000481,88.115045,96.361415,68.543119
6/7/2013,3.444376,19.238747,87.008406,97.455316,69.06794
6/6/2013,3.374692,18.799592,85.591909,94.58381,68.434534
6/5/2013,3.285098,18.776231,85.361726,94.827985,68.09069
6/4/2013,3.394602,19.117277,87.088087,96.087932,68.715045
6/3/2013,3.444376,18.902372,86.725106,95.423774,68.48883
5/31/2013,3.47424,18.766887,85.494524,94.095459,67.719694
5/30/2013,3.553879,19.131294,85.93718,94.271266,68.434534
5/29/2013,3.543924,19.056544,87.008407,94.300573,68.977455
5/28/2013,3.573789,19.537746,88.932162,94.281035,69.963749
5/24/2013,3.563834,19.598481,88.097657,95.540981,69.954698
5/23/2013,3.533969,19.537746,88.747692,96.791158,69.06794
5/22/2013,3.524015,19.519058,89.371376,97.328347,69.701339
5/21/2013,3.504105,19.729292,89.722749,99.789633,70.027089
5/20/2013,3.484195,19.39759,89.195693,98.8227,70.036139
5/17/2013,3.484195,19.920839,89.195693,97.71903,70.461424
5/16/2013,3.434421,20.028292,88.826755,96.63489,71.031483
5/15/2013,3.51406,20.430072,89.555846,97.943667,72.262093
5/14/2013,3.434421,20.243199,88.897024,98.334349,71.284843
5/13/2013,3.384647,20.177791,88.176712,96.498152,71.031483
5/10/2013,3.374692,20.126402,88.018595,97.787398,71.384378
5/9/2013,3.374692,20.070338,87.570601,98.090174,70.940999
5/8/2013,3.354782,20.219838,88.677416,99.574757,70.805269
5/7/2013,3.374692,20.112385,89.854515,97.201371,70.904801
5/6/2013,3.374692,19.986245,89.661259,93.988029,70.904801
5/3/2013,3.344827,19.874121,90.407923,92.317862,71.282575
5/2/2013,3.285098,19.673231,89.652473,90.139821,70.571997
5/1/2013,3.344827,19.556434,89.055141,89.856576,70.21221
4/30/2013,3.235324,19.294809,89.722749,91.819749,69.906395
4/29/2013,3.056137,19.383575,89.757887,91.565805,70.509035
4/26/2013,3.105911,19.327512,88.624713,91.985787,71.093688
4/25/2013,3.105911,19.037856,88.668637,92.102994,70.742897
4/24/2013,3.125821,19.000481,88.738906,92.259262,70.185227
4/23/2013,3.095956,19.107935,87.63209,90.999316,71.138657
4/22/2013,3.016318,18.907045,87.245579,90.344927,70.131261
4/19/2013,2.996408,18.949092,87.772636,90.237489,70.41909
4/18/2013,2.976498,18.682795,89.520714,89.729608,69.402697
4/17/2013,2.986453,18.977122,90.074122,91.927187,70.616973
4/16/2013,3.036227,19.3462,90.513337,92.92342,70.76988
4/15/2013,3.016318,19.224732,89.731535,92.503438,70.580994
4/12/2013,3.066092,19.62184,90.996469,94.085697,70.661942
4/11/2013,3.145731,19.533075,89.590984,94.408011,69.969357
4/10/2013,3.115866,19.444308,89.151769,95.66795,69.591584
4/9/2013,3.056137,19.285465,88.774044,93.118757,70.266182
4/8/2013,3.026272,19.448981,89.160555,93.030857,69.519625
4/5/2013,2.996408,19.416278,89.090279,93.275033,68.710105
4/4/2013,2.986453,19.677902,88.396319,93.743853,68.539205
4/3/2013,3.056137,19.537746,87.18409,94.036859,68.359315
4/2/2013,3.066092,19.761995,88.071305,94.857293,68.377301
4/1/2013,3.066092,19.332184,87.008407,95.501912,67.84662
3/28/2013,3.066092,19.521394,87.570601,95.912125,67.306943
3/27/2013,3.066092,19.414441,86.876641,95.374944,67.261967
3/26/2013,3.076047,19.284237,86.525268,95.443312,67.25297
3/25/2013,3.056137,19.400491,86.296874,94.759617,67.324929
3/22/2013,3.095956,19.167983,87.201655,96.185608,66.812234
3/21/2013,3.086001,18.786669,86.55162,94.251735,65.777849
3/20/2013,3.076047,19.056378,86.762441,96.820458,65.651924
3/19/2013,3.046182,18.661114,86.437426,103.979685,65.166212
3/18/2013,3.086001,18.772717,86.586758,104.790349,64.986322
3/15/2013,3.095956,18.930823,87.553028,106.528878,65.211188
3/14/2013,3.135776,19.140081,87.236793,106.304233,65.858804
3/13/2013,3.125821,18.875022,87.298283,105.356838,66.245574
3/12/2013,3.175595,18.935474,86.753661,103.950385,66.200598
3/11/2013,3.18555,19.126131,86.867855,104.907556,65.642934
3/8/2013,3.195505,19.065678,86.709737,105.288469,65.687904
3/7/2013,3.195505,18.888972,85.28668,104.468036,65.526001
3/6/2013,3.225369,18.995925,85.04072,105.386136,65.579621
3/5/2013,3.215414,19.042428,84.162291,105.259331,65.883482
3/4/2013,3.18555,18.777369,83.512256,103.20116,65.472381
3/1/2013,3.125821,18.614612,84.048098,102.791471,64.113955
2/28/2013,3.095956,18.503009,84.241353,102.840246,63.256005
2/27/2013,3.066092,18.670415,84.092022,103.142629,64.042464
2/26/2013,3.046182,18.456506,83.846063,100.626009,63.550927
2/25/2013,3.016318,18.326302,83.776349,100.577234,62.952151
2/22/2013,3.036227,18.55881,83.000804,103.220666,62.916402
2/21/2013,3.056137,18.637864,82.03355,102.303753,62.791285
2/20/2013,3.086001,19.042428,81.833132,103.093862,61.852898
2/19/2013,3.155685,19.274936,81.780844,104.693577,61.450736
2/15/2013,3.135776,19.177283,81.824416,103.805926,61.933334
2/14/2013,3.155685,18.758767,81.528137,103.942487,63.291754
2/13/2013,3.18555,18.661114,81.911555,103.552318,63.801162
2/12/2013,3.175595,18.121695,82.870093,103.5133,63.810101
2/11/2013,3.125821,17.968239,82.931091,103.406001,63.810101
2/8/2013,3.105911,18.019391,82.669675,103.796177,63.881598
2/7/2013,3.135776,17.958938,82.460534,104.352175,63.658174
2/6/2013,3.145731,18.010091,82.843952,103.562067,63.729664
2/5/2013,3.18555,18.24725,82.704532,102.489089,63.247066
2/4/2013,3.155685,17.758981,82.434393,100.850355,62.22825
2/1/2013,3.215414,17.949638,83.610781,100.235833,62.996832
1/31/2013,3.125821,17.707831,83.035661,98.958007,62.514233
1/30/2013,3.135776,18.149595,82.495391,98.879977,62.335496
1/29/2013,3.115866,18.186797,82.713241,99.982218,62.460614
1/28/2013,3.135776,18.400704,82.225259,100.479692,61.978015
1/25/2013,3.135776,18.489057,81.667564,100.050498,61.665222
1/24/2013,3.076047,18.405356,81.310287,99.231135,62.371245
1/23/2013,3.105911,18.600662,81.45843,97.192469,62.103133
1/22/2013,3.135776,18.512309,80.996583,98.128887,62.183569
1/18/2013,3.145731,18.726216,80.395322,97.368048,61.843959
1/17/2013,3.135776,18.577411,79.959622,97.475347,61.531166
1/16/2013,3.105911,18.219348,79.384495,97.094927,61.852898
1/15/2013,3.125821,18.228649,79.741772,96.246295,61.647351
1/14/2013,3.135776,18.098443,79.759197,96.002436,61.039636
1/11/2013,3.145731,17.884536,79.933481,95.007494,61.334551
1/10/2013,3.115866,17.903137,79.645918,95.300121,61.093255
1/9/2013,3.105911,17.865935,79.131788,94.392965,61.280931
1/8/2013,3.125821,17.745031,79.245075,92.773744,61.298802
1/7/2013,3.066092,17.624128,79.218934,92.393325,61.129004
1/4/2013,3.086001,17.70318,78.295246,92.57866,61.718842
1/3/2013,3.066092,17.71248,78.974936,92.27627,61.486485
1/2/2013,3.006363,17.912437,78.530527,91.934868,61.879708
12/31/2012,2.87695,17.373018,76.866151,89.467016,60.977077
12/28/2012,2.87695,16.991705,76.317172,88.169684,60.422981
12/27/2012,2.89686,17.125166,77.310567,89.252419,60.941328
12/26/2012,2.916769,17.268685,77.327992,89.808417,60.762584
12/24/2012,2.936679,17.296463,77.807264,89.876697,61.280931
12/21/2012,2.936679,17.236277,78.582809,90.461958,61.352429
12/20/2012,2.976498,17.634429,78.460814,90.978938,61.665222
12/19/2012,2.946634,17.597391,78.17325,90.910657,61.236244
12/18/2012,2.946634,17.61591,78.879082,90.091295,62.112072
12/17/2012,2.906814,17.379798,78.347534,88.784206,61.843959
12/14/2012,2.89686,16.91683,77.449987,87.87705,61.441797
12/13/2012,2.707717,17.102016,77.702694,87.506387,61.700971
12/12/2012,2.717493,17.32424,77.824689,87.506387,61.611602
12/11/2012,2.668617,17.314982,78.094828,88.033123,63.354312
12/10/2012,2.678392,17.245537,77.911834,88.306244,64.480375
12/7/2012,2.697942,17.143683,77.101433,87.164986,64.605492
12/6/2012,2.727268,17.19461,76.761581,87.067444,63.979899
12/5/2012,2.707717,17.074239,75.785617,87.233266,64.033525
12/4/2012,2.697942,17.222389,75.986036,86.218811,64.097874
12/3/2012,2.737043,17.166833,75.86404,85.965196,63.404631
11/30/2012,2.707717,17.222389,75.846615,87.330808,64.008992
11/29/2012,2.678392,17.06498,75.367343,88.569616,62.951364
11/28/2012,2.639291,16.972386,74.722502,87.29179,62.711393
11/27/2012,2.639291,16.801088,74.204317,86.521194,61.769303
11/26/2012,2.697942,16.958497,74.480683,86.287092,62.1337
11/23/2012,2.717493,17.088128,75.180239,85.575027,62.391437
11/21/2012,2.668617,16.893682,74.282048,85.496991,61.227154
11/20/2012,2.707717,16.92609,73.997044,85.204357,61.324919
11/19/2012,2.639291,16.671456,73.444312,84.862956,61.342692
11/16/2012,2.629516,16.412196,72.649761,83.87776,60.462814
11/15/2012,2.590416,16.268675,72.589306,84.277043,61.076066
11/14/2012,2.639291,16.389048,73.081583,84.841878,63.377969
11/13/2012,2.727268,16.717754,73.098853,88.094536,63.822352
11/12/2012,2.717493,16.745531,73.306126,87.724475,64.417831
11/9/2012,2.688167,16.722383,73.185216,87.383629,64.266736
11/8/2012,2.609966,16.759421,73.522037,87.67578,64.417831
11/7/2012,2.678392,16.935349,75.016145,89.117082,64.977752
11/6/2012,2.746818,17.208498,75.97479,90.947919,65.555452
11/5/2012,2.766368,17.328871,75.53433,90.412298,65.004414
11/2/2012,2.834795,17.412205,75.016145,90.217531,64.675568
11/1/2012,2.746818,17.384426,74.964328,90.577858,65.279929
10/31/2012,2.737043,17.375167,74.964328,89.584526,66.675293
10/26/2012,2.756593,17.389057,74.886597,88.318525,66.755286
10/25/2012,2.785919,16.833496,75.422058,88.737281,66.941926
10/24/2012,2.825019,16.861273,75.378874,88.454863,66.497543
10/23/2012,2.805469,16.865903,75.966152,89.389759,66.444219
10/22/2012,2.84457,17.143683,76.389336,89.087868,67.235221
10/19/2012,2.854345,17.106647,76.622524,89.701391,67.208559
10/18/2012,2.873895,17.264056,80.19801,91.045302,68.043995
10/17/2012,2.776143,17.18535,80.906198,90.519422,68.461717
10/16/2012,2.776143,16.977015,81.260289,89.516357,68.355069
10/15/2012,2.737043,16.865903,80.750742,88.27957,68.568371
10/12/2012,2.717493,16.564974,79.895736,88.036107,67.37742
10/11/2012,2.668617,16.264046,79.766188,87.646565,66.66641
10/10/2012,2.688167,16.277935,79.800735,87.636825,67.030801
10/9/2012,2.570865,16.352009,79.550277,83.342147,65.893181
10/8/2012,2.609966,16.76405,79.058,84.11149,66.879713
10/5/2012,2.629516,16.91683,78.591631,84.208874,66.773058
10/4/2012,2.639291,16.898311,78.61754,84.267302,66.408667
10/3/2012,2.668617,16.759421,78.030261,83.381102,65.946505
10/2/2012,2.56109,16.592753,78.531177,82.290386,65.546562
10/1/2012,2.512214,16.379788,79.446637,82.796786,65.813195
9/28/2012,2.531765,16.470993,79.239365,82.407251,65.591003
9/27/2012,2.531765,16.494035,80.552101,83.527174,65.750982
9/26/2012,2.443788,16.185261,80.491646,82.183262,65.937622
9/25/2012,2.424238,16.526295,80.19801,82.329341,65.999835
9/24/2012,2.453563,16.788983,80.932107,82.933131,66.42644
9/21/2012,2.482889,16.692203,80.932107,82.183262,66.168696
9/20/2012,2.512214,16.567772,80.448468,82.942865,66.435329
9/19/2012,2.434013,16.305084,80.172102,84.62763,66.0976
9/18/2012,2.375362,16.06083,80.388013,84.286783,65.724313
9/17/2012,2.336262,16.157611,79.576185,86.945392,65.759864
9/14/2012,2.414463,16.268215,79.19618,87.792645,66.213137
9/13/2012,2.424238,16.245173,79.083908,87.997152,66.781948
9/12/2012,2.375362,15.941008,78.436175,86.750625,65.830967
9/11/2012,2.443788,15.793534,78.764358,86.380557,65.822078
9/10/2012,2.453563,15.747447,78.850727,85.659909,65.33326
9/7/2012,2.473114,15.881096,78.608901,85.095074,65.608776
9/6/2012,2.482889,15.96866,78.306627,85.250894,66.488653
9/5/2012,2.463339,15.535454,76.916159,83.420059,65.368811
9/4/2012,2.482889,15.4525,76.907528,85.111792,65.33326
8/31/2012,2.473114,15.4525,77.287527,85.199292,64.524479
8/30/2012,2.482889,15.498586,76.605247,84.771502,64.213412
8/29/2012,2.482889,15.64606,76.821164,85.199292,64.675568
8/28/2012,2.473114,15.64606,76.384143,85.03401,64.355618
8/27/2012,2.482889,15.655278,76.726905,85.559032,64.435603
8/24/2012,2.482889,15.64606,76.195624,86.599352,64.088985
8/23/2012,2.443788,15.64606,75.621502,86.395178,63.60016
8/22/2012,2.502439,15.655278,75.878575,87.056316,63.786801
8/21/2012,2.512214,15.687537,75.852862,87.804954,63.484623
8/20/2012,2.502439,15.623018,75.552948,87.484113,64.257853
8/17/2012,2.502439,15.67832,74.858861,87.503555,63.98233
8/16/2012,2.531765,15.733622,74.944549,87.250765,64.124536
8/15/2012,2.492664,15.756665,75.244463,87.066041,66.168696
8/14/2012,2.473114,15.835011,75.510107,85.150684,65.777643
8/13/2012,2.453563,15.922573,75.321588,85.335409,65.235495
8/10/2012,2.424238,16.005527,75.578654,85.364583,65.484349
8/9/2012,2.346037,15.922573,74.678912,86.200728,65.635437
8/8/2012,2.424238,15.904138,75.004532,86.832692,66.044269
8/7/2012,2.248285,15.922573,76.272748,87.328548,65.406135
8/6/2012,2.150534,16.102307,76.855441,87.620229,65.662492
8/3/2012,2.111433,15.950225,76.769746,87.328548,65.901172
8/2/2012,2.062557,15.724405,76.769746,85.481249,65.459179
8/1/2012,2.101658,15.461717,76.632645,86.385453,65.079065
7/31/2012,2.111433,15.000861,76.572662,87.795237,65.795091
7/30/2012,2.140759,14.84417,76.546956,88.466092,66.281286
7/27/2012,2.111433,14.881039,76.426991,88.368868,65.874647
7/26/2012,2.062557,14.567657,76.264178,86.093779,65.12326
7/25/2012,2.033232,14.452443,75.441553,84.810394,63.717725
7/24/2012,1.994131,14.470877,75.458689,85.238184,63.770762
7/23/2012,2.033232,14.457052,76.212766,86.784084,63.514405
7/20/2012,2.052782,14.830345,78.474983,87.581338,63.868001
